Family_name;Number_of_sequences
CLU_001265_46_8; 2166
CLU_001265_47_1; 10607
CLU_001265_47_2; 3232
CLU_001295_0_0; 14
CLU_001337_1_1; 85
CLU_001370_0_2; 11743
CLU_001370_2_1; 2142
CLU_001408_1_0; 56
CLU_001493_0_2; 12245
CLU_001493_1_1; 3437
CLU_001501_1_1; 68
CLU_001501_2_0; 109
CLU_001501_5_1; 209
CLU_001570_17_7; 5799
CLU_001570_5_1; 10896
CLU_001570_7_0; 376
CLU_001600_0_2; 1080
CLU_001600_4_2; 127
CLU_001600_5_1; 63
CLU_001613_7_2; 410
CLU_001623_1_0; 116
CLU_001681_2_0; 2449
CLU_001681_2_2; 1432
CLU_001715_1_0; 3916
CLU_001715_1_2; 6224
CLU_001721_4_1; 111
CLU_001721_5_1; 33
CLU_001771_0_3; 16109
CLU_001771_11_2; 2927
CLU_001771_6_0; 101
CLU_001771_6_4; 3497
CLU_001805_4_0; 2831
CLU_001859_0_1; 5120
CLU_001859_0_2; 12598
CLU_001859_1_0; 266
CLU_001859_1_3; 5837
CLU_001882_2_3; 3750
CLU_001882_3_0; 13
CLU_001882_4_2; 1177
CLU_001975_3_2; 2319
CLU_001981_0_1; 1075
CLU_001981_9_7; 1505
CLU_002024_0_0; 45
CLU_002070_0_0; 70
CLU_002109_0_0; 3087
CLU_002157_1_2; 986
CLU_002254_0_0; 3
CLU_002318_0_0; 543
CLU_002318_1_1; 36
CLU_002333_7_3; 2812
CLU_002346_0_2; 4176
CLU_002351_7_1; 4566
CLU_002360_6_3; 4498
CLU_002363_1_0; 737
CLU_002472_4_0; 7104
CLU_002526_0_0; 21
CLU_002551_8_0; 297
CLU_002569_5_0; 420
CLU_002616_2_0; 308
CLU_002653_0_0; 4
CLU_002755_0_0; 2002
CLU_002755_0_2; 2388
CLU_002755_1_1; 5033
CLU_002755_1_2; 26434
CLU_002794_2_1; 8757
CLU_002794_4_1; 14148
CLU_002833_13_0; 367
CLU_002833_14_2; 459
CLU_002865_7_1; 9604
CLU_002926_3_0; 65
CLU_002929_4_3; 8703
CLU_002929_5_2; 10232
CLU_002934_0_1; 112
CLU_002934_7_0; 291
CLU_002934_7_1; 306
CLU_002977_4_1; 4558
CLU_002977_6_1; 16347
CLU_002982_0_0; 3079
CLU_003041_1_3; 15666
CLU_003041_21_0; 1355
CLU_003041_21_1; 9292
CLU_003100_0_1; 7262
CLU_003134_1_0; 5684
CLU_003134_2_1; 3742
CLU_003182_13_1; 6084
CLU_003182_7_0; 2863
CLU_003229_1_0; 133
CLU_003249_2_0; 4
CLU_003291_1_0; 3370
CLU_003291_1_2; 2024
CLU_003291_1_3; 3742
CLU_003291_4_0; 6098
CLU_003291_4_4; 3121
CLU_003297_2_0; 4529
CLU_003376_2_1; 5483
CLU_003376_3_0; 10917
CLU_003394_2_0; 58
CLU_003433_0_0; 14935
CLU_003433_0_2; 3614
CLU_003433_2_5; 12417
CLU_003433_3_3; 369
CLU_003442_2_1; 1892
CLU_003454_0_0; 120
CLU_003468_0_1; 177
CLU_003468_1_2; 1162
CLU_003468_5_0; 396
CLU_003585_0_0; 7
CLU_003601_3_3; 6535
CLU_003690_0_1; 1048
CLU_003704_0_0; 97
CLU_003728_7_0; 482
CLU_003728_7_1; 474
CLU_003772_2_1; 196
CLU_003818_5_6; 9
CLU_003827_12_0; 6465
CLU_003827_1_2; 2222
CLU_003827_13_2; 112
CLU_003827_13_3; 126
CLU_003827_3_0; 3885
CLU_003827_5_5; 667
CLU_003827_7_0; 2917
CLU_003827_7_2; 1494
CLU_003827_7_4; 1996
CLU_003896_4_2; 116
CLU_004023_0_0; 118
CLU_004069_0_0; 9
CLU_004109_4_3; 5878
CLU_004117_0_0; 235
CLU_004121_0_1; 71
CLU_004121_3_0; 1394
CLU_004121_4_0; 1204
CLU_004121_8_2; 460
CLU_004131_4_1; 5367
CLU_004131_4_2; 1889
CLU_004131_5_1; 1911
CLU_004137_1_1; 3211
CLU_004137_1_2; 3335
CLU_004137_2_0; 1998
CLU_004172_0_0; 105
CLU_004172_2_1; 95
CLU_004172_4_1; 224
CLU_004180_0_0; 3
CLU_004180_1_0; 193
CLU_004217_2_2; 11913
CLU_004245_3_2; 5697
CLU_004282_3_2; 219
CLU_004317_0_2; 3934
CLU_004317_2_1; 1299
CLU_004427_0_0; 12305
CLU_004427_0_1; 25
CLU_004430_0_0; 1955
CLU_004437_0_0; 4
CLU_004485_1_1; 12037
CLU_004485_7_2; 577
CLU_004498_0_4; 1800
CLU_004498_9_1; 89
CLU_004542_5_1; 3881
CLU_004553_2_0; 8057
CLU_004553_2_1; 409
CLU_004585_5_2; 11525
CLU_004585_5_4; 1622
CLU_004617_2_2; 791
CLU_004620_0_2; 4283
CLU_004620_5_0; 4322
CLU_004639_1_3; 1681
CLU_004652_1_1; 1737
CLU_004675_0_0; 10412
CLU_004675_0_1; 1579
CLU_004675_1_2; 1923
CLU_004709_1_0; 9969
CLU_004790_0_0; 6929
CLU_004790_0_1; 4593
CLU_004790_3_1; 80
CLU_004848_1_0; 3829
CLU_004852_0_0; 340
CLU_004914_0_0; 67
CLU_004914_2_0; 2408
CLU_004914_3_2; 2559
CLU_005015_3_2; 635
CLU_005070_1_1; 517
CLU_005070_4_0; 8639
CLU_005070_4_1; 10818
CLU_005070_4_2; 6346
CLU_005122_0_2; 1308
CLU_005122_1_1; 242
CLU_005122_4_1; 5
CLU_005126_12_0; 343
CLU_005126_7_1; 2090
CLU_005126_9_1; 2606
CLU_005126_9_3; 4820
CLU_005170_0_2; 990
CLU_005281_4_0; 2752
CLU_005314_3_0; 11881
CLU_005316_0_4; 3418
CLU_005316_6_1; 1081
CLU_005316_6_2; 1819
CLU_005373_0_0; 10615
CLU_005373_0_1; 578
CLU_005373_3_2; 18
CLU_005379_3_1; 1301
CLU_005391_0_0; 14385
CLU_005391_0_1; 3006
CLU_005391_0_2; 20957
CLU_005391_1_0; 19530
CLU_005391_1_10; 5647
CLU_005391_5_1; 4845
CLU_005482_1_0; 48
CLU_005533_12_0; 740
CLU_005533_3_0; 605
CLU_005533_4_0; 1724
CLU_005533_4_1; 260
CLU_005533_4_2; 243
CLU_005604_0_0; 389
CLU_005682_1_0; 2653
CLU_005682_1_1; 606
CLU_005682_2_1; 25
CLU_005746_12_2; 4
CLU_005832_0_0; 76
CLU_005854_4_1; 2481
CLU_005854_4_4; 7863
CLU_005854_7_0; 1851
CLU_005854_7_1; 868
CLU_005854_7_3; 2490
CLU_005854_7_5; 244
CLU_005906_0_0; 3279
CLU_005965_2_1; 6979
CLU_005965_2_3; 2081
CLU_005965_2_4; 7396
CLU_005999_1_0; 154
CLU_006010_0_0; 87
CLU_006010_2_1; 141
CLU_006033_0_0; 1260
CLU_006033_2_2; 71
CLU_006033_3_0; 4814
CLU_006033_3_4; 479
CLU_006033_4_1; 1356
CLU_006033_5_0; 6271
CLU_006051_3_0; 6475
CLU_006105_2_0; 586
CLU_006146_1_0; 1313
CLU_006146_1_2; 5194
CLU_006146_3_1; 91
CLU_006146_4_1; 14181
CLU_006187_7_2; 3991
CLU_006229_4_3; 3002
CLU_006229_6_0; 2609
CLU_006233_0_1; 2919
CLU_006285_2_1; 1489
CLU_006301_5_1; 5092
CLU_006301_6_3; 2113
CLU_006322_1_0; 87
CLU_006325_3_0; 1852
CLU_006332_10_4; 1851
CLU_006332_11_1; 1100
CLU_006332_9_1; 636
CLU_006332_9_2; 1688
CLU_006332_9_3; 980
CLU_006354_1_2; 3704
CLU_006354_2_0; 1075
CLU_006354_2_2; 2216
CLU_006354_2_4; 5347
CLU_006354_2_5; 4730
CLU_006354_2_7; 3750
CLU_006384_0_1; 7593
CLU_006384_4_1; 70
CLU_006406_0_1; 7482
CLU_006406_5_1; 3009
CLU_006406_6_1; 1908
CLU_006451_3_1; 3486
CLU_006462_1_2; 10523
CLU_006462_2_1; 2172
CLU_006462_2_4; 170
CLU_006462_6_3; 172
CLU_006462_6_4; 2026
CLU_006462_7_3; 764
CLU_006493_1_1; 22
CLU_006493_2_0; 748
CLU_006493_7_2; 2233
CLU_006493_8_4; 6436
CLU_006493_8_6; 4099
CLU_006493_9_3; 8292
CLU_006493_9_4; 2637
CLU_006501_0_1; 754
CLU_006501_5_0; 355
CLU_006501_6_1; 971
CLU_006557_2_0; 4061
CLU_006586_16_0; 2126
CLU_006684_3_0; 5589
CLU_006732_3_0; 2784
CLU_006732_3_3; 5751
CLU_006756_0_1; 127
CLU_006756_1_1; 3072
CLU_006797_5_0; 842
CLU_006855_3_3; 1127
CLU_006855_3_4; 5829
CLU_006909_1_2; 478
CLU_006909_3_0; 153
CLU_006937_8_1; 266
CLU_006958_0_6; 209
CLU_006958_2_4; 542
CLU_007082_5_1; 1158
CLU_007099_1_0; 319
CLU_007100_1_5; 2624
CLU_007100_4_4; 6059
CLU_007100_6_0; 3808
CLU_007125_1_0; 305
CLU_007127_2_0; 2282
CLU_007207_0_0; 13143
CLU_007207_0_1; 258
CLU_007207_0_4; 4289
CLU_007207_1_0; 5109
CLU_007207_1_1; 307
CLU_007265_0_0; 7003
CLU_007265_0_1; 5448
CLU_007265_0_2; 2547
CLU_007265_5_3; 2142
CLU_007308_6_2; 3423
CLU_007308_7_0; 8859
CLU_007308_7_1; 2771
CLU_007383_10_4; 2844
CLU_007383_10_7; 3311
CLU_007383_1_10; 8167
CLU_007383_11_2; 562
CLU_007383_11_3; 436
CLU_007383_1_14; 8633
CLU_007383_1_3; 3024
CLU_007383_14_0; 5080
CLU_007383_1_7; 18819
CLU_007383_18_0; 4261
CLU_007383_19_0; 942
CLU_007383_19_1; 4121
CLU_007383_23_1; 142
CLU_007383_23_2; 1537
CLU_007383_6_0; 3552
CLU_007383_7_0; 221
CLU_007487_1_1; 263
CLU_007513_0_0; 2351
CLU_007514_0_0; 218
CLU_007524_0_3; 557
CLU_007524_1_2; 2731
CLU_007526_0_1; 426
CLU_007664_1_0; 3342
CLU_007664_3_0; 312
CLU_007713_1_2; 807
CLU_007727_8_0; 3979
CLU_007727_8_1; 831
CLU_007727_8_2; 985
CLU_007727_8_3; 947
CLU_007764_2_1; 9769
CLU_007827_1_0; 50
CLU_007831_2_2; 10055
CLU_007853_0_1; 111
CLU_007866_4_0; 5457
CLU_007884_10_2; 9405
CLU_007884_2_1; 1962
CLU_007884_4_2; 404
CLU_007884_4_5; 4678
CLU_007884_6_1; 2035
CLU_007894_3_2; 18
CLU_007894_4_3; 3985
CLU_007946_1_0; 4766
CLU_007993_2_0; 3379
CLU_008017_0_0; 17
CLU_008023_0_2; 5465
CLU_008023_0_3; 3494
CLU_008023_1_3; 359
CLU_008065_3_2; 4787
CLU_008162_3_1; 1281
CLU_008192_1_0; 1975
CLU_008255_1_1; 2409
CLU_008255_6_0; 12074
CLU_008255_7_0; 660
CLU_008255_7_1; 4907
CLU_008287_10_1; 1114
CLU_008287_15_2; 1872
CLU_008287_17_1; 1571
CLU_008287_18_2; 6459
CLU_008287_18_5; 3805
CLU_008287_19_0; 1639
CLU_008287_9_0; 4210
CLU_008287_9_1; 2218
CLU_008287_9_3; 3299
CLU_008325_0_0; 349
CLU_008392_0_0; 3344
CLU_008392_0_1; 230
CLU_008392_0_3; 248
CLU_008392_0_4; 1758
CLU_008392_5_4; 79
CLU_008414_0_0; 44
CLU_008539_0_1; 1715
CLU_008554_0_1; 12228
CLU_008590_4_2; 393
CLU_008590_5_2; 4344
CLU_008655_0_0; 31
CLU_008673_1_0; 1371
CLU_008673_1_1; 1646
CLU_008673_4_2; 56
CLU_008708_0_0; 154
CLU_008713_0_0; 258
CLU_008727_3_1; 12463
CLU_008730_0_0; 109
CLU_008730_1_0; 119
CLU_008831_0_1; 3463
CLU_008831_0_3; 5938
CLU_008856_1_1; 2576
CLU_008926_0_2; 117
CLU_008926_1_5; 18
CLU_009014_0_0; 33
CLU_009014_1_0; 27
CLU_009039_1_0; 473
CLU_009039_2_0; 1965
CLU_009076_3_4; 418
CLU_009079_0_0; 489
CLU_009096_0_1; 2338
CLU_009097_4_1; 115
CLU_009099_0_0; 311
CLU_009100_2_1; 333
CLU_009100_2_4; 3772
CLU_009116_1_0; 8817
CLU_009116_1_2; 582
CLU_009116_3_2; 8604
CLU_009116_6_0; 2643
CLU_009116_6_2; 4667
CLU_009120_1_1; 3990
CLU_009120_3_1; 10118
CLU_009154_2_0; 5482
CLU_009164_0_0; 2584
CLU_009206_0_0; 46
CLU_009218_0_0; 295
CLU_009227_0_0; 13859
CLU_009227_1_4; 9654
CLU_009273_0_1; 12543
CLU_009273_10_0; 4172
CLU_009281_0_0; 166
CLU_009281_12_0; 284
CLU_009281_2_3; 12187
CLU_009281_3_0; 6238
CLU_009281_3_2; 4801
CLU_009281_9_1; 5340
CLU_009289_5_2; 4310
CLU_009289_6_1; 4981
CLU_009289_6_2; 4845
CLU_009289_6_5; 2137
CLU_009289_7_0; 5281
CLU_009301_0_0; 1747
CLU_009301_3_3; 11
CLU_009301_6_0; 12165
CLU_009385_0_0; 384
CLU_009397_11_2; 141
CLU_009397_1_2; 186
CLU_009397_2_1; 1111
CLU_009397_4_0; 208
CLU_009397_4_1; 295
CLU_009397_4_2; 146
CLU_009397_4_4; 14
CLU_009422_4_0; 3299
CLU_009520_1_4; 2423
CLU_009523_2_0; 293
CLU_009583_1_0; 363
CLU_009583_18_2; 2826
CLU_009583_2_3; 6500
CLU_009583_24_2; 34
CLU_009583_2_5; 7040
CLU_009583_44_2; 1534
CLU_009600_0_1; 706
CLU_009600_0_3; 13991
CLU_009600_14_5; 556
CLU_009611_0_0; 1645
CLU_009621_2_1; 11920
CLU_009623_0_0; 14
CLU_009629_3_0; 4155
CLU_009640_2_1; 1161
CLU_009658_0_0; 64
CLU_009665_1_0; 3825
CLU_009665_19_3; 514
CLU_009665_19_5; 6148
CLU_009665_20_1; 647
CLU_009665_3_0; 114
CLU_009665_8_3; 4935
CLU_009673_5_0; 306
CLU_009678_5_0; 4312
CLU_009678_6_1; 1999
CLU_009710_7_0; 3086
CLU_009710_9_4; 7790
CLU_009736_5_2; 1108
CLU_009833_0_2; 8965
CLU_009834_15_3; 2303
CLU_009834_2_0; 6976
CLU_009834_22_1; 3877
CLU_009834_2_2; 890
CLU_009834_7_0; 2680
CLU_009834_7_1; 47
CLU_009834_7_2; 16603
CLU_009834_7_3; 11781
CLU_009834_7_4; 7319
CLU_009834_7_5; 2072
CLU_009834_7_6; 15514
CLU_009834_7_7; 8572
CLU_009845_0_0; 350
CLU_009849_1_0; 4327
CLU_009902_1_0; 1072
CLU_009902_3_3; 2001
CLU_009902_6_0; 556
CLU_009912_0_0; 2898
CLU_009942_4_3; 1503
CLU_009995_3_3; 12254
CLU_010091_2_1; 12084
CLU_010118_4_0; 367
CLU_010118_6_0; 5665
CLU_010119_6_3; 1625
CLU_010159_0_0; 1941
CLU_010182_0_0; 5100
CLU_010186_7_0; 7616
CLU_010194_10_1; 10814
CLU_010194_1_0; 45217
CLU_010194_1_1; 19163
CLU_010194_1_2; 16321
CLU_010194_1_3; 48792
CLU_010194_17_0; 651
CLU_010194_2_10; 20701
CLU_010194_2_11; 608
CLU_010194_2_1; 40858
CLU_010194_2_2; 2154
CLU_010194_2_6; 2475
CLU_010194_2_9; 6298
CLU_010194_4_0; 5865
CLU_010194_4_1; 1695
CLU_010194_42_0; 3264
CLU_010194_44_2; 5888
CLU_010194_9_1; 1272
CLU_010198_1_1; 6338
CLU_010312_4_1; 710
CLU_010348_2_2; 4055
CLU_010645_2_0; 6644
CLU_010645_3_0; 2753
CLU_010686_18_3; 5681
CLU_010686_8_0; 5707
CLU_010858_1_0; 824
CLU_010862_5_1; 51
CLU_010906_0_0; 27
CLU_010920_3_0; 58
CLU_011117_1_0; 357
CLU_011142_2_0; 948
CLU_011142_7_1; 1034
CLU_011142_7_2; 2083
CLU_011148_1_0; 1414
CLU_011166_0_0; 328
CLU_011166_2_0; 535
CLU_011192_0_0; 1482
CLU_011226_0_4; 133
CLU_011226_12_0; 712
CLU_011226_12_2; 1076
CLU_011226_12_3; 1604
CLU_011226_14_4; 6171
CLU_011226_17_0; 1751
CLU_011226_20_1; 1990
CLU_011226_5_3; 1282
CLU_011226_6_0; 1597
CLU_011226_6_1; 3333
CLU_011226_6_2; 3290
CLU_011226_6_3; 480
CLU_011226_6_4; 1050
CLU_011226_9_3; 3465
CLU_011252_2_1; 5794
CLU_011259_2_0; 416
CLU_011263_15_7; 238
CLU_011263_17_0; 733
CLU_011263_8_2; 203
CLU_011276_2_0; 2291
CLU_011276_7_0; 6019
CLU_011276_7_1; 3982
CLU_011276_9_1; 1991
CLU_011276_9_4; 2761
CLU_011290_0_1; 2870
CLU_011290_4_0; 2038
CLU_011293_0_0; 165
CLU_011300_2_0; 1844
CLU_011398_4_1; 13
CLU_011398_4_4; 1800
CLU_011398_4_5; 1216
CLU_011500_5_0; 655
CLU_011520_0_0; 2531
CLU_011534_0_0; 2020
CLU_011534_0_1; 6752
CLU_011534_1_3; 4921
CLU_011540_0_2; 8003
CLU_011675_5_0; 11988
CLU_011722_1_2; 54
CLU_011722_6_2; 471
CLU_011725_1_1; 5778
CLU_011747_2_0; 4711
CLU_011747_2_1; 6729
CLU_011856_0_4; 1829
CLU_011856_1_1; 50
CLU_011884_2_0; 40
CLU_011899_4_0; 11
CLU_011899_7_1; 6957
CLU_012035_1_0; 72
CLU_012062_16_4; 1044
CLU_012062_16_9; 5947
CLU_012153_0_0; 1937
CLU_012153_0_2; 1857
CLU_012153_1_1; 3019
CLU_012153_2_0; 1879
CLU_012153_2_1; 594
CLU_012201_0_1; 4787
CLU_012243_3_1; 551
CLU_012243_5_0; 1584
CLU_012253_0_0; 1952
CLU_012253_1_1; 2177
CLU_012279_0_0; 624
CLU_012300_3_0; 14462
CLU_012300_3_2; 310
CLU_012312_1_0; 19556
CLU_012312_5_1; 3063
CLU_012348_1_2; 8068
CLU_012348_3_0; 3309
CLU_012358_0_1; 561
CLU_012358_0_2; 2576
CLU_012358_10_1; 247
CLU_012358_2_0; 846
CLU_012358_2_1; 1263
CLU_012358_2_3; 1458
CLU_012358_2_5; 94
CLU_012358_3_0; 922
CLU_012430_1_1; 983
CLU_012431_1_1; 31
CLU_012431_2_3; 365
CLU_012431_4_2; 169
CLU_012494_4_5; 3628
CLU_012494_4_7; 515
CLU_012494_5_1; 851
CLU_012494_5_2; 279
CLU_012494_6_0; 1160
CLU_012494_6_1; 2377
CLU_012494_6_4; 9462
CLU_012520_0_0; 2139
CLU_012520_1_0; 361
CLU_012520_2_1; 881
CLU_012520_3_0; 2664
CLU_012520_5_2; 7454
CLU_012663_0_0; 61
CLU_012731_0_0; 14
CLU_012762_0_1; 1611
CLU_012814_1_0; 27
CLU_012817_0_2; 3525
CLU_012817_13_0; 3445
CLU_012817_13_2; 1221
CLU_012817_13_3; 6189
CLU_012862_0_2; 3932
CLU_012862_3_0; 3633
CLU_012862_3_4; 206
CLU_012893_0_0; 1834
CLU_012893_6_0; 3558
CLU_012907_1_0; 13114
CLU_012932_0_0; 14
CLU_012932_1_2; 9
CLU_012932_3_0; 106
CLU_012991_0_0; 166
CLU_013016_0_2; 5306
CLU_013016_0_3; 5918
CLU_013047_1_0; 91
CLU_013049_0_2; 6515
CLU_013093_1_2; 116
CLU_013093_3_3; 89
CLU_013093_5_0; 142
CLU_013148_1_1; 75
CLU_013148_3_1; 34
CLU_013155_1_0; 5578
CLU_013155_2_1; 4172
CLU_013155_2_2; 1261
CLU_013175_0_0; 8761
CLU_013181_2_1; 5771
CLU_013299_0_4; 2567
CLU_013299_2_1; 3553
CLU_013325_10_3; 4924
CLU_013325_4_0; 2902
CLU_013350_2_0; 988
CLU_013350_3_0; 6923
CLU_013350_3_2; 820
CLU_013353_3_1; 8244
CLU_013386_1_0; 4488
CLU_013430_3_0; 3424
CLU_013430_3_3; 488
CLU_013430_3_6; 1060
CLU_013444_3_0; 66
CLU_013446_10_1; 1699
CLU_013446_10_3; 1918
CLU_013446_10_6; 843
CLU_013446_4_0; 5525
CLU_013446_8_0; 24
CLU_013448_0_0; 273
CLU_013448_1_0; 83
CLU_013458_2_0; 280
CLU_013458_3_0; 2654
CLU_013501_3_2; 551
CLU_013501_3_3; 5406
CLU_013501_5_4; 1331
CLU_013524_5_0; 12344
CLU_013528_0_1; 12002
CLU_013560_4_1; 4800
CLU_013560_6_0; 637
CLU_013584_2_1; 1209
CLU_013615_0_1; 1799
CLU_013615_0_2; 2107
CLU_013615_0_3; 2002
CLU_013615_12_0; 1342
CLU_013640_2_0; 8865
CLU_013685_1_1; 88
CLU_013687_0_1; 4190
CLU_013687_2_0; 2868
CLU_013687_2_1; 361
CLU_013734_0_1; 374
CLU_013734_2_1; 597
CLU_013734_2_2; 8473
CLU_013748_0_2; 6135
CLU_013748_1_2; 12768
CLU_013748_1_3; 3518
CLU_013748_3_0; 7394
CLU_013748_3_1; 4347
CLU_013748_3_3; 4422
CLU_013771_3_0; 2350
CLU_013771_6_0; 178
CLU_013776_0_0; 698
CLU_013797_1_0; 91
CLU_013854_0_0; 37
CLU_013864_3_0; 76
CLU_013924_1_0; 247
CLU_013985_1_0; 1222
CLU_013985_11_7; 1905
CLU_013985_11_8; 1393
CLU_013985_12_3; 22
CLU_013985_1_2; 1800
CLU_013985_13_0; 1605
CLU_013985_13_2; 3653
CLU_013985_13_4; 363
CLU_013985_18_0; 7155
CLU_013985_18_2; 1496
CLU_013985_18_3; 3817
CLU_013985_19_1; 5689
CLU_013985_19_2; 522
