Family_name;Number_of_sequences
CLU_013985_19_4; 4554
CLU_013985_19_8; 2493
CLU_013985_21_0; 3017
CLU_013985_23_2; 4422
CLU_013985_3_0; 6574
CLU_013985_3_1; 11094
CLU_013985_3_2; 6321
CLU_013985_34_1; 2802
CLU_013985_34_4; 2308
CLU_013985_34_5; 217
CLU_013985_34_6; 1686
CLU_013985_34_7; 19
CLU_013985_34_9; 1400
CLU_013985_35_0; 43
CLU_013985_35_2; 131
CLU_013985_36_1; 258
CLU_013985_36_2; 360
CLU_013985_3_6; 5200
CLU_013985_40_1; 3377
CLU_013985_41_3; 1462
CLU_013985_42_2; 443
CLU_013985_4_2; 1845
CLU_013985_4_4; 6080
CLU_014007_0_0; 5
CLU_014015_0_0; 706
CLU_014015_0_1; 8913
CLU_014015_2_0; 9382
CLU_014015_2_1; 5814
CLU_014015_2_3; 3654
CLU_014042_0_0; 3243
CLU_014042_1_2; 4602
CLU_014042_2_0; 2660
CLU_014132_1_0; 1163
CLU_014204_1_1; 1627
CLU_014218_8_2; 12283
CLU_014271_1_2; 3112
CLU_014292_3_0; 8389
CLU_014312_3_0; 3679
CLU_014312_6_1; 5257
CLU_014312_6_2; 4134
CLU_014312_8_3; 529
CLU_014322_12_1; 1748
CLU_014322_2_2; 2314
CLU_014323_0_1; 1123
CLU_014330_3_2; 12267
CLU_014340_0_5; 12037
CLU_014340_4_0; 1461
CLU_014379_3_1; 237
CLU_014505_1_2; 165
CLU_014653_3_1; 898
CLU_014655_1_0; 3603
CLU_014657_3_0; 3216
CLU_014658_2_2; 2260
CLU_014673_0_1; 7455
CLU_014673_0_2; 5745
CLU_014689_8_2; 2908
CLU_014723_0_0; 1670
CLU_014750_1_0; 745
CLU_014793_3_3; 5529
CLU_014793_3_5; 7816
CLU_014793_7_2; 2940
CLU_014793_8_1; 4001
CLU_014801_3_2; 13
CLU_014813_0_3; 3441
CLU_014813_3_0; 733
CLU_014813_3_1; 2293
CLU_014841_3_0; 3199
CLU_014841_3_2; 6939
CLU_014881_0_1; 5721
CLU_015019_0_0; 84
CLU_015111_1_0; 36
CLU_015134_0_0; 1936
CLU_015134_1_2; 3277
CLU_015170_0_0; 2419
CLU_015170_1_0; 1344
CLU_015182_5_0; 401
CLU_015182_8_1; 1517
CLU_015237_2_0; 2430
CLU_015237_2_1; 255
CLU_015237_2_2; 315
CLU_015237_3_0; 3342
CLU_015237_4_0; 14296
CLU_015237_4_1; 8902
CLU_015263_7_0; 1961
CLU_015269_0_0; 66
CLU_015270_0_1; 1370
CLU_015270_1_0; 188
CLU_015346_3_0; 6499
CLU_015439_0_0; 1757
CLU_015439_0_2; 11088
CLU_015486_0_2; 9393
CLU_015486_1_0; 7113
CLU_015488_2_2; 1632
CLU_015488_3_1; 79
CLU_015515_2_1; 6444
CLU_015553_0_0; 827
CLU_015553_0_3; 1468
CLU_015553_1_0; 814
CLU_015553_1_1; 632
CLU_015553_1_2; 922
CLU_015553_1_3; 1087
CLU_015553_1_4; 1093
CLU_015553_3_2; 490
CLU_015553_3_4; 114
CLU_015553_3_5; 631
CLU_015572_1_0; 8952
CLU_015572_1_1; 1250
CLU_015572_2_0; 2194
CLU_015572_2_2; 306
CLU_015572_4_2; 1789
CLU_015590_3_0; 3340
CLU_015669_0_0; 88
CLU_015740_5_0; 3255
CLU_015740_5_2; 4568
CLU_015767_1_2; 1365
CLU_015768_0_1; 2838
CLU_015768_6_0; 2740
CLU_015768_6_3; 2828
CLU_015798_0_0; 2479
CLU_015803_1_0; 2651
CLU_015805_2_1; 4229
CLU_015805_4_1; 2128
CLU_015841_0_0; 318
CLU_015846_11_0; 7655
CLU_015846_11_1; 671
CLU_015846_11_2; 9089
CLU_015846_11_4; 191
CLU_015857_0_0; 4523
CLU_015857_0_1; 6741
CLU_015857_0_2; 3734
CLU_015869_1_0; 3032
CLU_015869_1_2; 2746
CLU_015903_2_0; 109
CLU_015961_5_0; 225
CLU_015961_6_2; 165
CLU_016031_0_0; 104
CLU_016043_11_0; 13064
CLU_016043_1_1; 250
CLU_016043_12_0; 1930
CLU_016043_13_2; 585
CLU_016043_13_5; 295
CLU_016043_9_1; 1711
CLU_016047_1_2; 19963
CLU_016047_20_0; 1881
CLU_016077_6_2; 10903
CLU_016085_0_0; 204
CLU_016107_2_0; 658
CLU_016116_0_0; 60
CLU_016116_0_1; 187
CLU_016116_1_0; 11
CLU_016167_0_0; 3244
CLU_016167_1_0; 3241
CLU_016199_2_0; 144
CLU_016274_2_0; 822
CLU_016316_5_2; 11335
CLU_016377_4_3; 5460
CLU_016420_0_0; 619
CLU_016455_0_2; 153
CLU_016455_2_0; 794
CLU_016455_2_2; 5012
CLU_016455_9_2; 259
CLU_016456_0_0; 18
CLU_016472_6_2; 41
CLU_016503_3_0; 15046
CLU_016508_2_0; 277
CLU_016508_2_1; 1022
CLU_016513_0_0; 4263
CLU_016535_3_0; 3164
CLU_016536_0_0; 3126
CLU_016684_0_2; 368
CLU_016684_6_2; 205
CLU_016728_0_0; 180
CLU_016733_0_0; 7773
CLU_016733_10_0; 10488
CLU_016733_3_1; 3626
CLU_016734_0_0; 7596
CLU_016734_0_4; 2722
CLU_016734_3_1; 10991
CLU_016739_0_0; 10930
CLU_016739_4_2; 536
CLU_016755_0_1; 4042
CLU_016755_0_3; 13433
CLU_016755_2_1; 1076
CLU_016755_2_2; 3186
CLU_016768_1_0; 41
CLU_016813_4_2; 3808
CLU_016838_1_0; 3139
CLU_016838_1_1; 8275
CLU_016838_1_2; 2766
CLU_016845_0_0; 6
CLU_016890_0_1; 985
CLU_016890_12_3; 1749
CLU_016890_3_0; 1823
CLU_016890_5_0; 368
CLU_016890_6_2; 2745
CLU_016890_9_4; 2742
CLU_016891_0_0; 11729
CLU_016902_11_1; 3405
CLU_016902_1_1; 3057
CLU_016902_4_0; 3056
CLU_016922_10_0; 13910
CLU_016922_10_1; 18225
CLU_016922_10_3; 820
CLU_016922_1_2; 66
CLU_016922_1_5; 13739
CLU_016922_4_0; 3777
CLU_016922_4_1; 2303
CLU_016922_4_3; 11057
CLU_016922_8_0; 448
CLU_016930_0_1; 137
CLU_016950_7_0; 11609
CLU_016950_7_1; 979
CLU_016950_8_1; 4248
CLU_016950_9_1; 1305
CLU_016950_9_2; 4195
CLU_017016_4_0; 11815
CLU_017028_0_3; 8883
CLU_017028_0_4; 10758
CLU_017028_7_0; 6977
CLU_017028_7_3; 4712
CLU_017028_7_4; 3541
CLU_017028_7_5; 9146
CLU_017028_8_0; 3748
CLU_017028_8_3; 567
CLU_017028_8_4; 1425
CLU_017028_8_5; 930
CLU_017028_8_6; 706
CLU_017048_2_0; 1510
CLU_017054_0_0; 6803
CLU_017054_0_2; 309
CLU_017110_0_1; 951
CLU_017168_0_0; 77
CLU_017266_1_0; 3585
CLU_017266_4_0; 8111
CLU_017266_4_1; 2468
CLU_017266_4_2; 5555
CLU_017290_0_3; 2122
CLU_017290_1_2; 6155
CLU_017290_4_2; 1624
CLU_017290_6_0; 1859
CLU_017387_1_0; 793
CLU_017452_0_2; 3204
CLU_017490_0_0; 336
CLU_017490_0_1; 1617
CLU_017584_0_6; 2623
CLU_017584_10_0; 2693
CLU_017584_10_2; 1205
CLU_017584_15_0; 5893
CLU_017584_15_2; 3415
CLU_017584_3_0; 1235
CLU_017584_3_1; 8447
CLU_017584_3_2; 3440
CLU_017584_3_3; 8353
CLU_017584_4_0; 5201
CLU_017584_4_2; 6003
CLU_017584_4_3; 14428
CLU_017584_4_5; 8730
CLU_017584_5_1; 4339
CLU_017584_5_4; 5610
CLU_017584_5_5; 5786
CLU_017584_9_0; 1072
CLU_017584_9_4; 8131
CLU_017584_9_5; 10816
CLU_017594_1_1; 221
CLU_017615_0_0; 409
CLU_017633_0_0; 3748
CLU_017633_0_7; 12272
CLU_017692_1_1; 2027
CLU_017703_1_1; 191
CLU_017729_1_0; 4043
CLU_017779_4_1; 3547
CLU_017810_1_1; 895
CLU_017814_2_1; 5763
CLU_017814_7_0; 4491
CLU_017845_4_1; 44
CLU_017855_1_0; 3274
CLU_017878_0_2; 4884
CLU_017947_3_1; 6123
CLU_017959_1_2; 7790
CLU_017985_0_3; 4402
CLU_018095_1_1; 140
CLU_018130_0_0; 366
CLU_018204_0_1; 3749
CLU_018204_0_2; 21275
CLU_018204_0_3; 3518
CLU_018204_12_2; 4500
CLU_018204_2_0; 2237
CLU_018204_3_3; 735
CLU_018204_5_3; 3435
CLU_018204_8_0; 3113
CLU_018204_9_0; 10387
CLU_018239_0_0; 299
CLU_018240_2_0; 206
CLU_018247_0_1; 7247
CLU_018264_0_1; 11657
CLU_018272_4_0; 213
CLU_018278_0_0; 5173
CLU_018284_2_0; 573
CLU_018284_4_0; 820
CLU_018289_0_0; 1148
CLU_018297_3_0; 2211
CLU_018386_1_0; 4108
CLU_018395_0_1; 12219
CLU_018398_3_0; 1054
CLU_018398_3_1; 3292
CLU_018478_0_0; 721
CLU_018478_0_2; 75
CLU_018487_0_0; 2244
CLU_018488_0_0; 53
CLU_018524_0_1; 3575
CLU_018524_1_1; 967
CLU_018533_1_0; 361
CLU_018533_2_0; 99
CLU_018534_1_0; 3062
CLU_018570_2_0; 1099
CLU_018614_3_0; 10458
CLU_018618_1_0; 2459
CLU_018620_2_0; 3267
CLU_018668_0_1; 55
CLU_018668_1_0; 169
CLU_018668_2_1; 71
CLU_018668_3_0; 47
CLU_018668_3_1; 22
CLU_018678_1_0; 1861
CLU_018718_0_0; 8
CLU_018718_1_0; 123
CLU_018765_3_1; 1948
CLU_018816_1_0; 4079
CLU_018816_1_2; 3592
CLU_018816_13_1; 2740
CLU_018816_13_3; 608
CLU_018816_14_1; 4134
CLU_018816_15_1; 3888
CLU_018816_2_1; 11071
CLU_018822_0_1; 5549
CLU_018822_6_0; 469
CLU_018822_6_2; 6891
CLU_018868_0_1; 5896
CLU_018869_0_0; 225
CLU_018869_0_1; 1273
CLU_018869_2_0; 2966
CLU_018884_2_1; 4040
CLU_018914_0_0; 114
CLU_018914_3_0; 375
CLU_018928_3_0; 2625
CLU_018958_0_0; 800
CLU_018986_2_0; 18286
CLU_018986_2_3; 245
CLU_018986_4_0; 4580
CLU_018986_5_1; 3071
CLU_019012_1_0; 9
CLU_019016_0_0; 511
CLU_019016_1_1; 1944
CLU_019054_0_0; 525
CLU_019091_0_0; 363
CLU_019134_1_2; 3226
CLU_019134_2_3; 2907
CLU_019158_1_0; 74
CLU_019200_0_0; 302
CLU_019214_2_0; 4594
CLU_019240_0_0; 9576
CLU_019345_0_0; 798
CLU_019399_1_1; 163
CLU_019399_1_2; 238
CLU_019443_0_0; 139
CLU_019447_2_0; 75
CLU_019447_3_0; 301
CLU_019532_2_0; 2761
CLU_019533_4_0; 13
CLU_019533_5_0; 12
CLU_019582_0_0; 1412
CLU_019597_2_1; 3444
CLU_019602_0_0; 3138
CLU_019602_1_1; 7938
CLU_019602_18_0; 11709
CLU_019602_18_2; 7223
CLU_019602_18_4; 7146
CLU_019602_18_5; 9758
CLU_019602_20_0; 704
CLU_019602_2_0; 313
CLU_019602_9_0; 969
CLU_019624_4_1; 9421
CLU_019628_0_0; 49
CLU_019704_0_2; 7616
CLU_019722_2_1; 7574
CLU_019723_0_1; 7243
CLU_019748_3_0; 2216
CLU_019796_0_0; 3333
CLU_019796_1_0; 8407
CLU_019796_1_1; 10624
CLU_019796_1_2; 12253
CLU_019796_1_3; 8600
CLU_019796_4_0; 2598
CLU_019796_9_2; 3185
CLU_019942_2_1; 2618
CLU_019942_4_1; 6315
CLU_019943_0_0; 924
CLU_019943_0_2; 3404
CLU_020019_3_2; 3335
CLU_020019_9_3; 3273
CLU_020027_0_3; 342
CLU_020027_10_0; 1641
CLU_020027_14_3; 2204
CLU_020027_4_2; 3735
CLU_020027_7_1; 1691
CLU_020088_2_0; 9997
CLU_020120_1_1; 4371
CLU_020120_2_2; 2349
CLU_020120_3_4; 1829
CLU_020161_6_0; 88
CLU_020161_6_1; 218
CLU_020207_0_0; 1955
CLU_020211_11_2; 5717
CLU_020273_1_2; 10730
CLU_020273_2_1; 3482
CLU_020273_3_0; 2567
CLU_020336_1_0; 427
CLU_020336_1_1; 160
CLU_020336_12_2; 2952
CLU_020336_12_3; 2401
CLU_020336_13_2; 7006
CLU_020336_13_3; 7113
CLU_020336_13_5; 593
CLU_020336_13_9; 592
CLU_020336_16_1; 743
CLU_020336_18_1; 72
CLU_020336_2_0; 620
CLU_020336_31_2; 1637
CLU_020336_38_2; 1939
CLU_020336_4_0; 1837
CLU_020336_43_3; 153
CLU_020336_49_1; 94
CLU_020336_50_0; 833
CLU_020336_50_1; 8050
CLU_020336_50_3; 2557
CLU_020336_50_4; 6715
CLU_020336_53_1; 2358
CLU_020336_7_1; 2547
CLU_020336_7_2; 3483
CLU_020352_0_0; 2460
CLU_020352_0_1; 11625
CLU_020364_1_0; 477
CLU_020413_2_0; 202
CLU_020520_0_0; 11657
CLU_020520_0_1; 3485
CLU_020569_0_1; 3472
CLU_020569_1_0; 447
CLU_020581_4_1; 839
CLU_020655_0_1; 8110
CLU_020655_1_1; 639
CLU_020726_0_0; 1175
CLU_020728_1_0; 899
CLU_020728_3_0; 2770
CLU_020735_1_0; 124
CLU_020735_1_1; 15
CLU_020844_1_0; 1918
CLU_020844_2_0; 744
CLU_020844_2_1; 2516
CLU_020844_3_1; 3448
CLU_020844_3_2; 287
CLU_020844_4_1; 4839
CLU_020844_6_1; 3538
CLU_020854_4_0; 1365
CLU_020920_2_1; 144
CLU_020931_2_0; 614
CLU_021018_1_0; 25217
CLU_021018_1_2; 1937
CLU_021093_0_0; 20
CLU_021095_10_2; 490
CLU_021095_10_3; 167
CLU_021096_0_0; 5
CLU_021150_0_1; 584
CLU_021152_4_1; 1361
CLU_021152_4_2; 13055
CLU_021152_6_0; 1068
CLU_021203_1_1; 627
CLU_021264_0_2; 683
CLU_021264_0_4; 226
CLU_021264_12_1; 496
CLU_021264_6_2; 639
CLU_021278_1_2; 7460
CLU_021290_2_0; 5712
CLU_021310_0_0; 6231
CLU_021310_1_1; 143
CLU_021322_0_1; 9266
CLU_021322_3_2; 7178
CLU_021322_4_2; 1932
CLU_021358_1_0; 441
CLU_021377_7_0; 2911
CLU_021377_7_2; 8140
CLU_021386_0_0; 14
CLU_021467_2_0; 125
CLU_021521_2_2; 421
CLU_021582_1_0; 521
CLU_021594_4_0; 1671
CLU_021594_4_1; 13271
CLU_021603_1_0; 2080
CLU_021669_0_0; 6100
CLU_021669_0_1; 535
CLU_021669_0_2; 4543
CLU_021720_2_0; 476
CLU_021802_0_0; 103
CLU_021802_1_0; 2106
CLU_021802_2_0; 621
CLU_021802_4_0; 3803
CLU_021802_6_0; 4106
CLU_021802_8_0; 2203
CLU_021803_1_0; 2067
CLU_021894_2_1; 105
CLU_021894_3_0; 208
CLU_022060_0_1; 9708
CLU_022072_1_0; 2654
CLU_022072_1_1; 1986
CLU_022138_3_2; 2279
CLU_022158_0_1; 7267
CLU_022158_0_2; 10
CLU_022158_2_2; 31
CLU_022158_3_1; 174
CLU_022206_1_0; 873
CLU_022247_0_0; 222
CLU_022247_1_0; 488
CLU_022256_0_0; 1651
CLU_022256_1_2; 2532
CLU_022279_0_1; 1836
CLU_022291_0_1; 3298
CLU_022291_3_2; 2927
CLU_022305_0_1; 9571
CLU_022313_2_0; 1692
CLU_022367_0_0; 324
CLU_022389_2_1; 3016
CLU_022398_0_2; 12294
CLU_022398_5_1; 6475
CLU_022427_1_0; 2169
CLU_022427_2_1; 467
CLU_022474_3_0; 962
CLU_022474_4_0; 476
CLU_022477_2_1; 13378
CLU_022481_2_1; 5303
CLU_022530_1_0; 2119
CLU_022552_1_0; 4148
CLU_022552_1_1; 94
CLU_022552_2_1; 6714
CLU_022552_2_2; 2354
CLU_022552_5_0; 5003
CLU_022552_5_3; 1958
CLU_022650_0_0; 76
CLU_022707_2_1; 1262
CLU_022738_2_0; 248
CLU_022755_0_1; 689
CLU_022756_0_0; 27
CLU_022796_0_0; 314
CLU_022864_0_0; 25
CLU_022916_0_0; 1304
CLU_022950_0_0; 91
CLU_022950_0_1; 37
CLU_022950_1_1; 683
CLU_022986_0_1; 1894
CLU_022986_0_2; 9050
CLU_023030_2_0; 2074
CLU_023030_3_0; 393
CLU_023098_5_0; 259
CLU_023171_0_0; 4054
CLU_023194_0_0; 372
CLU_023194_0_1; 927
CLU_023194_0_2; 543
CLU_023194_0_3; 1045
CLU_023194_1_0; 1027
CLU_023194_1_3; 1109
CLU_023194_1_4; 8318
CLU_023194_17_0; 1281
CLU_023194_17_1; 1171
CLU_023194_19_0; 2424
CLU_023194_19_1; 3423
CLU_023194_23_0; 2982
CLU_023194_5_0; 633
CLU_023194_5_1; 219
CLU_023194_7_2; 2574
CLU_023198_1_0; 340
CLU_023198_1_1; 564
CLU_023205_0_1; 21337
CLU_023205_2_0; 13294
CLU_023205_2_3; 14929
CLU_023205_8_0; 5490
CLU_023208_0_0; 1248
CLU_023208_0_2; 10546
CLU_023257_0_1; 15044
CLU_023257_2_1; 1066
CLU_023287_0_1; 283
CLU_023287_1_1; 52
CLU_023296_1_1; 2275
CLU_023330_0_3; 285
CLU_023348_0_0; 206
CLU_023348_4_1; 3286
CLU_023403_2_0; 4170
CLU_023406_0_0; 235
CLU_023433_3_1; 251
CLU_023499_0_0; 250
CLU_023504_0_0; 218
CLU_023537_0_0; 1166
CLU_023537_0_1; 276
CLU_023555_4_1; 284
CLU_023619_1_0; 246
CLU_023620_2_0; 386
CLU_023620_2_2; 2331
CLU_023643_3_1; 4900
CLU_023668_2_0; 242
CLU_023669_4_1; 215
CLU_023797_0_1; 2680
CLU_023797_1_1; 9936
CLU_023810_1_1; 417
CLU_023810_1_2; 5213
CLU_023843_1_1; 2754
CLU_023853_0_0; 8854
CLU_023898_0_0; 8941
CLU_023920_2_1; 1798
CLU_023982_0_0; 4492
CLU_023982_0_1; 7498
CLU_024003_0_3; 9100
CLU_024003_5_0; 2070
CLU_024043_2_0; 4477
CLU_024054_0_0; 213
CLU_024117_3_0; 106
CLU_024117_3_1; 3466
CLU_024177_0_0; 107
CLU_024250_0_0; 112
CLU_024251_2_1; 3391
CLU_024251_2_3; 9335
CLU_024307_0_0; 892
CLU_024314_3_0; 2329
CLU_024321_0_0; 5647
CLU_024321_0_1; 5959
CLU_024336_2_0; 81
CLU_024402_0_1; 103
CLU_024412_4_1; 166
CLU_024421_1_0; 38
CLU_024437_1_1; 375
CLU_024437_5_0; 2029
CLU_024540_0_0; 3355
CLU_024540_4_2; 9742
CLU_024566_8_2; 269
CLU_024570_0_1; 895
CLU_024570_1_0; 366
CLU_024572_2_1; 69
CLU_024588_2_1; 1704
CLU_024588_6_0; 2411
CLU_024620_0_0; 176
CLU_024648_4_0; 333
CLU_024648_4_1; 368
CLU_024679_0_0; 104
CLU_024773_0_0; 2870
CLU_024775_1_1; 561
CLU_024775_3_0; 66
CLU_024840_1_0; 520
CLU_024840_3_0; 532
CLU_024853_2_1; 4298
CLU_024865_0_1; 9387
CLU_024865_1_1; 745
CLU_024865_2_0; 103
CLU_024927_2_2; 243
CLU_024972_1_0; 656
CLU_024974_0_0; 86
CLU_024979_1_1; 2679
CLU_024979_1_2; 18810
CLU_024979_6_1; 1696
CLU_024979_8_0; 1865
CLU_024983_0_0; 2693
CLU_024983_1_0; 241
CLU_025039_0_0; 27
CLU_025040_0_1; 9388
CLU_025044_0_0; 36
CLU_025059_1_1; 424
CLU_025068_0_0; 6366
CLU_025068_2_1; 10371
CLU_025086_0_1; 10217
CLU_025113_0_0; 698
CLU_025113_0_2; 329
CLU_025113_1_0; 464
CLU_025113_1_1; 10275
CLU_025154_2_1; 5555
CLU_025174_2_0; 3252
CLU_025174_3_1; 5345
CLU_025194_2_0; 184
CLU_025194_2_1; 3622
CLU_025243_0_1; 5241
CLU_025243_1_0; 438
CLU_025262_0_0; 265
CLU_025308_1_0; 3197
CLU_025400_0_0; 137
CLU_025400_2_0; 6517
CLU_025402_0_1; 101
CLU_025424_2_0; 4747
CLU_025427_0_1; 306
CLU_025427_0_2; 11880
CLU_025462_1_0; 226
CLU_025470_0_0; 188
CLU_025558_2_1; 30
CLU_025560_0_0; 419
CLU_025566_2_0; 3442
CLU_025574_0_2; 2987
CLU_025574_2_3; 458
CLU_025670_0_0; 349
CLU_025711_1_2; 4134
CLU_025711_3_1; 1044
CLU_025711_3_2; 1322
CLU_025711_5_0; 858
CLU_025711_6_0; 1149
CLU_025728_2_0; 10420
CLU_025763_1_2; 5510
CLU_025763_2_1; 4656
CLU_025778_0_2; 2867
CLU_025781_0_0; 278
CLU_025810_3_0; 2654
CLU_025810_3_2; 8839
CLU_025810_5_2; 1264
CLU_025841_0_0; 3475
CLU_025841_0_2; 1091
CLU_025854_0_0; 3121
CLU_025876_1_1; 705
CLU_025876_2_0; 740
CLU_025885_0_4; 2199
CLU_025885_4_1; 4690
CLU_025908_1_2; 2424
CLU_025908_1_3; 222
CLU_025908_4_0; 4813
CLU_025908_4_2; 1285
CLU_025928_1_0; 890
CLU_025928_2_0; 504
CLU_025928_3_1; 82
CLU_025996_25_0; 1722
CLU_026091_0_0; 25
CLU_026091_1_1; 1633
CLU_026099_2_0; 7533
CLU_026126_2_1; 3760
CLU_026126_7_3; 5492
CLU_026126_9_0; 4868
CLU_026126_9_3; 4072
CLU_026158_0_0; 261
CLU_026207_2_0; 849
CLU_026212_8_1; 901
CLU_026228_1_0; 247
CLU_026228_5_0; 2255
CLU_026228_5_1; 1037
CLU_026228_6_0; 708
CLU_026231_0_0; 3081
CLU_026231_5_0; 1675
CLU_026233_1_0; 3014
CLU_026244_3_0; 2337
CLU_026244_4_0; 1707
CLU_026282_0_0; 312
CLU_026423_0_0; 817
CLU_026425_0_0; 3403
CLU_026427_0_0; 14
CLU_026443_2_0; 1151
CLU_026444_0_0; 2550
CLU_026444_0_2; 2534
CLU_026481_1_1; 112
CLU_026490_2_0; 290
CLU_026559_0_0; 116
CLU_026624_0_0; 233
CLU_026635_2_0; 1384
CLU_026640_0_0; 3588
CLU_026673_11_0; 22422
CLU_026673_11_2; 3462
CLU_026673_14_1; 8496
CLU_026673_17_2; 482
CLU_026673_20_1; 6820
CLU_026673_20_2; 6441
CLU_026673_26_3; 8515
CLU_026673_29_2; 5456
CLU_026673_3_0; 5507
CLU_026673_3_1; 13213
CLU_026673_3_3; 5043
CLU_026673_3_4; 6490
CLU_026673_5_0; 268
CLU_026706_2_0; 171
CLU_026774_4_0; 6040
CLU_026775_0_0; 452
CLU_026821_0_0; 5215
CLU_026821_3_0; 46
CLU_026838_1_0; 2570
CLU_026846_0_0; 233
CLU_026846_4_1; 320
CLU_026910_0_1; 2953
CLU_026910_2_0; 2004
CLU_026910_3_2; 701
CLU_026912_0_0; 51
CLU_026912_1_0; 536
CLU_026967_1_0; 2076
CLU_026974_0_1; 1908
CLU_026974_12_0; 697
CLU_026974_1_3; 7487
CLU_026974_1_4; 4590
CLU_026974_2_0; 669
CLU_026974_2_1; 1432
CLU_026974_3_2; 727
CLU_026974_4_0; 464
CLU_026974_4_1; 230
CLU_026974_6_0; 2186
CLU_026974_8_0; 2026
CLU_027070_3_1; 1742
CLU_027070_5_0; 3866
CLU_027070_8_1; 7208
CLU_027070_8_2; 1739
CLU_027128_0_0; 178
CLU_027128_0_1; 710
CLU_027128_1_0; 1216
CLU_027128_1_1; 2356
CLU_027128_1_2; 586
CLU_027128_1_4; 191
CLU_027128_1_5; 316
CLU_027128_6_0; 6631
CLU_027128_6_2; 512
CLU_027128_7_1; 84
CLU_027128_7_2; 163
CLU_027128_7_3; 169
CLU_027158_0_0; 494
CLU_027158_1_1; 1595
CLU_027172_1_0; 5867
CLU_027174_0_0; 773
CLU_027195_0_0; 29
CLU_027243_1_0; 2750
CLU_027243_1_1; 252
CLU_027259_0_0; 65
CLU_027269_1_2; 39
CLU_027269_2_0; 313
CLU_027272_2_3; 8502
CLU_027324_0_1; 5764
CLU_027335_1_0; 86
CLU_027387_0_0; 16570
CLU_027389_2_1; 459
CLU_027389_2_3; 2362
CLU_027389_3_2; 3552
CLU_027402_33_0; 2900
CLU_027402_33_6; 17490
CLU_027408_0_3; 1355
CLU_027418_0_0; 414
CLU_027420_3_0; 522
CLU_027420_3_1; 11175
CLU_027430_0_0; 174
CLU_027480_0_0; 162
CLU_027480_0_1; 2734
CLU_027486_0_1; 813
CLU_027486_1_0; 5541
CLU_027494_0_1; 2541
CLU_027539_0_1; 1549
CLU_027539_0_3; 2353
CLU_027539_3_0; 1487
CLU_027543_3_0; 289
CLU_027555_0_0; 1719
CLU_027562_0_0; 4638
CLU_027562_0_1; 3284
CLU_027562_0_2; 1193
CLU_027562_0_4; 3177
CLU_027562_17_1; 2417
CLU_027562_17_6; 12642
CLU_027562_9_0; 16351
CLU_027579_3_0; 4070
CLU_027634_0_1; 2456
CLU_027634_11_0; 152
CLU_027634_11_2; 5516
CLU_027634_2_0; 7726
CLU_027634_2_1; 2581
CLU_027634_2_2; 2515
CLU_027634_5_1; 839
CLU_027634_5_2; 2230
CLU_027634_6_0; 6726
CLU_027634_6_1; 5514
CLU_027634_6_2; 1138
CLU_027634_6_3; 467
CLU_027634_8_0; 616
CLU_027634_8_1; 1617
CLU_027657_1_0; 209
CLU_027686_0_0; 1497
CLU_027686_0_1; 249
CLU_027686_1_1; 3990
CLU_027686_3_1; 2046
CLU_027719_5_0; 1323
CLU_027719_5_1; 65
CLU_027719_7_1; 1226
CLU_027795_0_0; 157
CLU_027853_0_0; 611
CLU_027853_1_0; 3416
CLU_027853_1_2; 903
CLU_027853_4_0; 3656
CLU_027853_8_0; 4120
CLU_027882_0_0; 1365
CLU_027932_1_0; 2001
CLU_027935_0_0; 3263
CLU_028026_0_0; 390
CLU_028104_0_1; 3016
CLU_028104_2_2; 6361
CLU_028112_0_0; 18
CLU_028142_0_0; 6355
CLU_028163_1_0; 927
CLU_028163_2_0; 1274
CLU_028163_2_1; 1923
CLU_028171_1_0; 251
CLU_028172_1_0; 748
CLU_028255_0_0; 4084
CLU_028255_0_1; 8672
CLU_028334_0_0; 23
CLU_028393_0_0; 2027
CLU_028393_1_0; 5067
CLU_028393_2_1; 4864
CLU_028393_2_2; 5357
CLU_028446_1_0; 3516
CLU_028452_0_1; 2991
CLU_028458_4_2; 3321
CLU_028458_5_1; 1523
CLU_028458_5_2; 2484
CLU_028526_0_0; 3290
CLU_028527_0_0; 157
CLU_028597_0_0; 172
CLU_028644_3_0; 1223
CLU_028686_1_1; 121
CLU_028686_4_0; 163
CLU_028721_1_0; 2000
CLU_028723_1_1; 3071
CLU_028723_5_0; 11185
CLU_028760_1_2; 1610
CLU_028760_2_0; 169
CLU_028794_1_0; 2531
CLU_028794_3_1; 937
CLU_028799_0_2; 2549
CLU_028799_1_1; 3010
CLU_028871_10_2; 3310
CLU_028871_12_2; 469
CLU_028871_2_0; 3296
CLU_028871_6_2; 877
CLU_028872_1_1; 2680
CLU_028873_3_0; 89
CLU_028916_0_0; 10
CLU_028929_1_0; 245
CLU_028967_0_3; 4591
CLU_028967_5_1; 20
CLU_029002_5_2; 237
CLU_029016_5_0; 275
CLU_029016_6_2; 373
CLU_029024_1_1; 891
CLU_029024_2_0; 229
CLU_029101_0_0; 3498
CLU_029165_4_0; 139
CLU_029189_0_0; 4441
CLU_029242_0_0; 3021
CLU_029242_2_1; 73
CLU_029244_0_1; 2926
CLU_029244_1_1; 8262
CLU_029244_5_0; 609
CLU_029381_0_3; 2309
CLU_029381_4_0; 200
CLU_029389_5_0; 30
CLU_029393_1_0; 8429
CLU_029424_0_1; 1347
CLU_029424_1_0; 1896
CLU_029425_4_0; 2624
CLU_029425_5_4; 494
