Family_name;Number_of_sequences
CLU_009579_6_3; 402
CLU_009579_6_5; 671
CLU_009579_7_0; 132
CLU_009579_8_1; 1086
CLU_009579_8_2; 2425
CLU_009579_8_3; 1548
CLU_009579_8_4; 160
CLU_009583_18_2; 127
CLU_009600_0_3; 103
CLU_009600_9_3; 487
CLU_009602_0_0; 80
CLU_009602_1_0; 36
CLU_009602_2_0; 55
CLU_009614_0_0; 525
CLU_009628_0_0; 196
CLU_009629_2_1; 100
CLU_009645_0_0; 59
CLU_009666_3_0; 31
CLU_009669_0_0; 13
CLU_009673_2_3; 336
CLU_009673_3_0; 14
CLU_009673_3_2; 145
CLU_009674_0_0; 65
CLU_009710_3_2; 318
CLU_009710_4_1; 101
CLU_009710_6_1; 114
CLU_009710_6_6; 342
CLU_009760_1_0; 98
CLU_009772_1_0; 225
CLU_009778_1_0; 75
CLU_009801_2_0; 53
CLU_009823_4_2; 155
CLU_009834_0_0; 125
CLU_009834_16_3; 216
CLU_009834_2_0; 645
CLU_009834_22_0; 369
CLU_009834_22_1; 373
CLU_009834_24_0; 130
CLU_009834_6_2; 420
CLU_009834_7_0; 532
CLU_009834_7_2; 525
CLU_009834_7_3; 175
CLU_009834_7_5; 145
CLU_009834_7_6; 1683
CLU_009837_1_0; 59
CLU_009850_0_0; 136
CLU_009851_0_0; 62
CLU_009854_1_1; 196
CLU_009855_0_0; 108
CLU_009858_1_0; 527
CLU_009884_1_0; 598
CLU_009902_0_0; 131
CLU_009902_0_1; 381
CLU_009902_4_0; 220
CLU_009902_4_2; 521
CLU_009902_5_2; 471
CLU_009925_1_1; 62
CLU_009962_0_0; 32
CLU_009970_0_0; 54
CLU_009980_0_0; 72
CLU_010012_0_0; 46
CLU_010044_2_2; 138
CLU_010044_3_0; 64
CLU_010044_3_1; 62
CLU_010044_5_0; 51
CLU_010044_6_3; 39
CLU_010089_1_0; 121
CLU_010091_2_1; 516
CLU_010104_0_0; 65
CLU_010104_0_2; 102
CLU_010104_2_0; 76
CLU_010119_16_1; 228
CLU_010119_16_2; 209
CLU_010119_16_4; 392
CLU_010119_6_1; 712
CLU_010127_0_0; 76
CLU_010129_1_1; 61
CLU_010129_3_2; 82
CLU_010131_2_0; 60
CLU_010131_7_1; 61
CLU_010134_1_0; 56
CLU_010185_0_0; 58
CLU_010185_1_0; 56
CLU_010185_1_1; 75
CLU_010185_2_0; 39
CLU_010186_2_1; 7
CLU_010186_2_2; 358
CLU_010186_6_1; 46
CLU_010194_10_0; 104
CLU_010194_1_0; 4357
CLU_010194_1_1; 4733
CLU_010194_1_2; 1067
CLU_010194_1_3; 2972
CLU_010194_14_1; 96
CLU_010194_18_4; 102
CLU_010194_2_10; 1390
CLU_010194_2_11; 627
CLU_010194_2_16; 345
CLU_010194_2_19; 250
CLU_010194_2_1; 740
CLU_010194_22_0; 136
CLU_010194_25_0; 114
CLU_010194_2_5; 597
CLU_010194_2_9; 2387
CLU_010194_34_0; 8
CLU_010194_42_0; 352
CLU_010194_44_0; 1501
CLU_010194_9_0; 1341
CLU_010194_9_1; 1536
CLU_010198_1_0; 221
CLU_010198_1_1; 449
CLU_010198_2_0; 24
CLU_010208_1_1; 22
CLU_010236_2_0; 111
CLU_010236_4_0; 96
CLU_010236_4_1; 77
CLU_010247_3_0; 175
CLU_010252_0_1; 223
CLU_010252_0_2; 71
CLU_010286_0_1; 49
CLU_010293_3_3; 77
CLU_010331_0_0; 42
CLU_010348_3_4; 271
CLU_010348_5_0; 124
CLU_010348_6_2; 88
CLU_010353_2_0; 598
CLU_010379_0_0; 102
CLU_010380_0_0; 63
CLU_010386_0_0; 74
CLU_010386_1_0; 48
CLU_010392_2_0; 72
CLU_010393_1_0; 55
CLU_010412_0_0; 381
CLU_010412_1_0; 31
CLU_010412_1_1; 13
CLU_010412_2_0; 631
CLU_010412_3_4; 469
CLU_010412_4_2; 60
CLU_010412_5_0; 167
CLU_010412_5_1; 375
CLU_010412_6_3; 188
CLU_010412_6_4; 448
CLU_010412_7_0; 425
CLU_010413_2_1; 42
CLU_010413_4_0; 85
CLU_010418_0_0; 137
CLU_010458_0_0; 524
CLU_010467_0_0; 472
CLU_010468_0_0; 125
CLU_010468_1_1; 82
CLU_010468_1_2; 40
CLU_010469_0_0; 183
CLU_010482_0_0; 36
CLU_010512_1_0; 91
CLU_010527_0_0; 160
CLU_010543_0_0; 282
CLU_010543_0_1; 1389
CLU_010543_0_3; 1204
CLU_010576_0_0; 46
CLU_010579_2_0; 82
CLU_010580_0_0; 72
CLU_010582_3_0; 127
CLU_010588_0_0; 59
CLU_010588_0_1; 20
CLU_010588_2_0; 61
CLU_010628_2_0; 101
CLU_010641_1_0; 57
CLU_010645_2_0; 848
CLU_010645_3_0; 392
CLU_010647_3_2; 112
CLU_010658_0_0; 57
CLU_010702_0_0; 176
CLU_010730_2_0; 79
CLU_010734_0_0; 77
CLU_010739_2_1; 58
CLU_010743_2_0; 45
CLU_010747_0_0; 51
CLU_010755_0_0; 95
CLU_010760_0_1; 56
CLU_010794_0_0; 298
CLU_010832_0_0; 63
CLU_010838_0_0; 31
CLU_010838_2_0; 227
CLU_010867_0_0; 303
CLU_010880_0_0; 245
CLU_010890_0_0; 53
CLU_010909_0_0; 52
CLU_010910_0_0; 103
CLU_010916_0_0; 14
CLU_010916_0_1; 38
CLU_010916_1_1; 70
CLU_010920_0_1; 525
CLU_010920_0_2; 98
CLU_010920_1_4; 449
CLU_010920_2_0; 228
CLU_010923_0_0; 39
CLU_010961_0_0; 75
CLU_010961_1_0; 57
CLU_010968_1_0; 98
CLU_010974_0_0; 470
CLU_010975_2_1; 84
CLU_010982_0_0; 39
CLU_010982_0_1; 421
CLU_010982_0_3; 128
CLU_010982_3_4; 71
CLU_011007_0_0; 15
CLU_011007_1_0; 7
CLU_011007_2_0; 21
CLU_011025_0_0; 257
CLU_011035_0_0; 70
CLU_011051_0_0; 95
CLU_011053_0_0; 694
CLU_011055_1_0; 265
CLU_011072_2_0; 303
CLU_011096_0_0; 130
CLU_011097_0_0; 91
CLU_011106_4_0; 298
CLU_011106_5_5; 347
CLU_011131_2_2; 513
CLU_011152_1_0; 121
CLU_011152_4_0; 374
CLU_011154_0_1; 185
CLU_011154_4_0; 26
CLU_011154_4_1; 31
CLU_011170_0_2; 69
CLU_011170_1_0; 6
CLU_011183_0_0; 57
CLU_011214_1_0; 166
CLU_011226_1_0; 77
CLU_011226_14_0; 645
CLU_011226_14_1; 84
CLU_011226_18_2; 304
CLU_011226_20_1; 276
CLU_011226_20_3; 22
CLU_011226_2_0; 332
CLU_011226_2_1; 523
CLU_011226_3_0; 606
CLU_011226_3_1; 97
CLU_011226_3_2; 275
CLU_011226_5_1; 833
CLU_011226_6_0; 101
CLU_011226_6_3; 55
CLU_011226_9_2; 271
CLU_011259_0_0; 199
CLU_011263_11_0; 49
CLU_011264_0_0; 138
CLU_011264_1_0; 33
CLU_011270_0_0; 374
CLU_011271_1_0; 281
CLU_011276_8_5; 370
CLU_011278_0_0; 120
CLU_011278_2_0; 14
CLU_011280_2_0; 167
CLU_011290_1_1; 290
CLU_011290_1_2; 17
CLU_011291_0_0; 41
CLU_011291_1_0; 70
CLU_011300_2_0; 229
CLU_011303_0_0; 28
CLU_011309_1_0; 142
CLU_011310_1_1; 186
CLU_011310_1_2; 66
CLU_011312_1_0; 543
CLU_011318_0_0; 52
CLU_011342_0_0; 170
CLU_011346_0_0; 12
CLU_011357_2_0; 264
CLU_011366_0_0; 59
CLU_011374_0_0; 26
CLU_011380_0_0; 79
CLU_011390_0_1; 378
CLU_011405_5_0; 249
CLU_011437_0_0; 153
CLU_011437_2_0; 14
CLU_011461_2_0; 70
CLU_011474_1_0; 57
CLU_011511_1_2; 132
CLU_011511_4_1; 412
CLU_011516_2_0; 60
CLU_011532_2_0; 145
CLU_011534_2_1; 357
CLU_011546_0_0; 69
CLU_011554_1_0; 574
CLU_011608_2_0; 63
CLU_011611_0_0; 177
CLU_011611_1_0; 65
CLU_011614_4_0; 199
CLU_011614_5_0; 139
CLU_011614_5_1; 25
CLU_011618_2_0; 11
CLU_011638_3_0; 26
CLU_011647_1_0; 88
CLU_011663_0_0; 190
CLU_011663_1_1; 86
CLU_011669_0_0; 85
CLU_011675_5_0; 743
CLU_011676_1_0; 141
CLU_011681_0_0; 40
CLU_011683_0_0; 30
CLU_011689_2_0; 48
CLU_011689_2_1; 91
CLU_011689_5_0; 13
CLU_011711_5_5; 74
CLU_011722_1_6; 48
CLU_011722_2_1; 58
CLU_011722_4_0; 485
CLU_011722_4_3; 292
CLU_011722_8_2; 65
CLU_011722_8_3; 203
CLU_011722_9_1; 174
CLU_011751_3_2; 96
CLU_011751_4_0; 94
CLU_011754_0_0; 103
CLU_011754_0_1; 104
CLU_011754_2_0; 76
CLU_011755_1_1; 125
CLU_011755_3_1; 19
CLU_011772_0_1; 205
CLU_011772_2_1; 186
CLU_011772_4_0; 25
CLU_011773_0_0; 49
CLU_011776_2_0; 162
CLU_011781_2_1; 107
CLU_011781_2_2; 367
CLU_011784_4_1; 565
CLU_011787_0_0; 93
CLU_011791_2_0; 501
CLU_011803_0_0; 50
CLU_011804_0_0; 56
CLU_011815_2_0; 487
CLU_011815_2_1; 148
CLU_011815_2_2; 67
CLU_011815_6_1; 67
CLU_011829_0_0; 46
CLU_011836_0_0; 74
CLU_011837_0_0; 14
CLU_011846_0_0; 371
CLU_011846_1_0; 128
CLU_011856_0_0; 678
CLU_011856_3_0; 217
CLU_011856_3_1; 623
CLU_011856_3_2; 38
CLU_011862_2_0; 70
CLU_011864_0_0; 40
CLU_011864_1_1; 113
CLU_011864_2_2; 121
CLU_011870_1_0; 8
CLU_011872_0_0; 107
CLU_011899_7_3; 95
CLU_011906_0_0; 599
CLU_011924_0_5; 40
CLU_011924_4_0; 74
CLU_011924_5_1; 113
CLU_011924_7_1; 16
CLU_011967_0_0; 47
CLU_011968_0_0; 43
CLU_011977_0_0; 105
CLU_011977_1_0; 392
CLU_011988_2_1; 254
CLU_012029_0_0; 155
CLU_012033_0_0; 69
CLU_012047_0_0; 168
CLU_012048_0_0; 115
CLU_012048_1_0; 58
CLU_012062_0_2; 80
CLU_012062_10_3; 140
CLU_012062_1_0; 458
CLU_012062_1_1; 317
CLU_012062_14_0; 44
CLU_012062_14_4; 210
CLU_012062_14_5; 204
CLU_012062_15_6; 8
CLU_012062_16_3; 871
CLU_012062_18_3; 127
CLU_012062_19_2; 43
CLU_012062_20_0; 108
CLU_012062_20_2; 74
CLU_012062_20_5; 79
CLU_012062_20_6; 23
CLU_012062_21_0; 169
CLU_012062_21_2; 224
CLU_012062_22_2; 368
CLU_012062_22_4; 555
CLU_012062_23_1; 60
CLU_012062_25_2; 426
CLU_012062_27_0; 118
CLU_012062_27_1; 347
CLU_012062_28_10; 161
CLU_012062_28_1; 597
CLU_012062_3_0; 101
CLU_012062_31_0; 263
CLU_012062_31_1; 15
CLU_012062_31_2; 226
CLU_012062_33_2; 15
CLU_012062_33_6; 67
CLU_012062_34_0; 327
CLU_012062_34_5; 261
CLU_012062_37_0; 455
CLU_012062_37_1; 88
CLU_012062_38_0; 68
CLU_012062_4_2; 1069
CLU_012062_4_3; 1448
CLU_012062_6_1; 107
CLU_012062_7_0; 446
CLU_012086_4_2; 14
CLU_012086_7_0; 69
CLU_012097_0_0; 142
CLU_012128_0_0; 50
CLU_012139_1_0; 5
CLU_012140_1_0; 77
CLU_012141_0_0; 132
CLU_012153_0_0; 1490
CLU_012153_0_2; 271
CLU_012159_0_0; 54
CLU_012160_0_0; 46
CLU_012160_0_1; 25
CLU_012160_2_0; 51
CLU_012184_0_1; 130
CLU_012184_0_2; 22
CLU_012184_10_0; 37
CLU_012184_1_1; 103
CLU_012184_1_2; 824
CLU_012184_2_1; 104
CLU_012184_3_3; 318
CLU_012188_0_0; 122
CLU_012213_0_1; 93
CLU_012214_0_1; 58
CLU_012243_1_2; 82
CLU_012243_9_2; 98
CLU_012256_0_0; 56
CLU_012256_0_1; 141
CLU_012258_0_0; 65
CLU_012293_0_0; 63
CLU_012301_0_0; 129
CLU_012333_0_0; 13
CLU_012334_0_0; 154
CLU_012334_2_1; 133
CLU_012334_3_1; 132
CLU_012334_4_2; 213
CLU_012335_0_0; 28
CLU_012335_1_0; 81
CLU_012338_0_0; 119
CLU_012344_0_0; 60
CLU_012348_11_3; 75
CLU_012348_11_4; 61
CLU_012348_7_0; 32
CLU_012348_7_2; 135
CLU_012348_7_3; 34
CLU_012348_9_0; 82
CLU_012350_1_0; 51
CLU_012358_0_1; 368
CLU_012372_0_0; 79
CLU_012381_0_1; 79
CLU_012381_3_1; 128
CLU_012381_4_1; 92
CLU_012393_2_0; 160
CLU_012393_2_1; 339
CLU_012403_0_0; 75
CLU_012404_0_0; 57
CLU_012431_4_1; 79
CLU_012431_4_2; 89
CLU_012437_3_2; 162
CLU_012445_1_0; 161
CLU_012460_0_0; 39
CLU_012494_22_1; 645
CLU_012494_4_7; 112
CLU_012507_1_0; 411
CLU_012507_2_0; 97
CLU_012510_3_1; 183
CLU_012513_0_0; 114
CLU_012515_0_0; 39
CLU_012515_0_1; 214
CLU_012515_2_0; 33
CLU_012520_5_0; 140
CLU_012520_5_2; 507
CLU_012534_0_0; 52
CLU_012537_0_0; 31
CLU_012550_2_0; 91
CLU_012557_0_0; 117
CLU_012559_0_0; 18
CLU_012559_1_0; 131
CLU_012560_5_4; 250
CLU_012560_6_0; 93
CLU_012560_6_1; 555
CLU_012560_7_4; 277
CLU_012560_8_1; 585
CLU_012560_8_3; 370
CLU_012560_9_0; 39
CLU_012560_9_1; 45
CLU_012560_9_2; 192
CLU_012563_0_0; 4
CLU_012574_0_1; 15
CLU_012574_1_0; 150
CLU_012583_1_2; 29
CLU_012583_2_0; 65
CLU_012601_1_0; 158
CLU_012622_1_0; 321
CLU_012672_0_0; 120
CLU_012678_0_0; 279
CLU_012678_0_1; 99
CLU_012678_4_2; 162
CLU_012703_3_0; 224
CLU_012706_1_0; 212
CLU_012706_2_0; 64
CLU_012707_0_0; 105
CLU_012712_0_2; 131
CLU_012712_2_0; 119
CLU_012712_2_1; 77
CLU_012714_4_1; 128
CLU_012714_5_2; 173
CLU_012714_7_1; 136
CLU_012714_7_2; 91
CLU_012724_1_0; 115
CLU_012749_0_0; 100
CLU_012774_0_1; 77
CLU_012774_1_1; 293
CLU_012774_2_1; 75
CLU_012774_3_0; 54
CLU_012795_0_0; 44
CLU_012795_1_0; 131
CLU_012795_1_1; 41
CLU_012795_2_1; 19
CLU_012820_2_1; 64
CLU_012820_5_0; 47
CLU_012821_2_0; 130
CLU_012862_0_0; 263
CLU_012862_4_3; 95
CLU_012872_1_0; 264
CLU_012907_1_0; 487
CLU_012907_1_1; 646
CLU_012907_1_5; 14
CLU_012911_0_0; 13
CLU_012938_1_0; 49
CLU_012944_1_0; 106
CLU_012949_3_2; 356
CLU_012993_0_0; 60
CLU_012994_1_0; 50
CLU_012994_1_1; 78
CLU_012998_2_1; 450
CLU_012999_1_0; 47
CLU_012999_1_1; 135
CLU_012999_2_0; 279
CLU_013007_2_0; 115
CLU_013015_0_0; 68
CLU_013020_2_1; 89
CLU_013051_0_0; 65
CLU_013058_1_0; 96
CLU_013062_0_0; 32
CLU_013062_1_0; 67
CLU_013065_1_0; 32
CLU_013065_2_1; 45
CLU_013065_4_0; 64
CLU_013065_6_0; 28
CLU_013069_3_0; 409
CLU_013085_0_0; 9
CLU_013085_0_1; 113
CLU_013093_0_0; 225
CLU_013093_1_1; 65
CLU_013137_0_0; 237
CLU_013137_0_2; 716
CLU_013137_0_3; 1621
CLU_013137_10_0; 51
CLU_013137_10_4; 57
CLU_013137_14_8; 81
CLU_013137_17_3; 18
CLU_013137_19_2; 126
CLU_013137_19_4; 143
CLU_013137_22_2; 307
CLU_013137_5_1; 141
CLU_013137_6_1; 163
CLU_013137_7_1; 144
CLU_013137_8_1; 86
CLU_013137_8_3; 80
CLU_013137_8_4; 220
CLU_013137_8_6; 60
CLU_013137_8_7; 24
CLU_013173_1_0; 35
CLU_013173_13_1; 104
CLU_013173_1_3; 80
CLU_013173_20_0; 204
CLU_013173_20_4; 90
CLU_013173_20_5; 51
CLU_013173_4_0; 272
CLU_013173_6_0; 366
CLU_013174_0_0; 40
CLU_013175_0_0; 514
CLU_013181_2_1; 71
CLU_013207_0_0; 144
CLU_013229_4_0; 71
CLU_013229_5_0; 82
CLU_013230_0_0; 36
CLU_013253_3_0; 446
CLU_013253_3_2; 195
CLU_013253_3_3; 225
CLU_013253_3_4; 556
CLU_013253_5_0; 9
CLU_013253_5_1; 7
CLU_013253_9_1; 558
CLU_013259_0_0; 36
CLU_013259_1_0; 270
CLU_013263_0_0; 113
CLU_013271_0_0; 68
CLU_013299_3_0; 200
CLU_013325_0_1; 177
CLU_013325_1_2; 508
CLU_013325_13_1; 500
CLU_013325_7_3; 377
CLU_013325_7_4; 169
CLU_013336_2_1; 205
CLU_013357_0_0; 158
CLU_013368_1_0; 78
CLU_013368_3_0; 17
CLU_013399_1_0; 116
CLU_013414_0_0; 98
CLU_013414_1_0; 61
CLU_013435_0_2; 184
CLU_013435_1_0; 231
CLU_013435_2_0; 19
CLU_013444_1_0; 95
CLU_013476_2_1; 295
CLU_013477_0_1; 814
CLU_013477_0_2; 222
CLU_013477_3_3; 23
CLU_013513_2_1; 247
CLU_013513_3_0; 73
CLU_013513_5_0; 253
CLU_013513_5_3; 73
CLU_013516_1_0; 19
CLU_013516_4_0; 119
CLU_013520_0_0; 56
CLU_013520_1_0; 21
CLU_013520_1_2; 63
CLU_013520_2_0; 44
CLU_013520_2_1; 11
CLU_013524_2_3; 597
CLU_013535_2_0; 59
CLU_013535_3_0; 120
CLU_013546_0_0; 117
CLU_013546_2_0; 36
CLU_013555_0_0; 12
CLU_013563_1_0; 54
CLU_013563_2_0; 40
CLU_013563_3_0; 56
CLU_013572_5_0; 102
CLU_013593_0_0; 42
CLU_013594_0_0; 39
CLU_013596_0_0; 72
CLU_013615_10_0; 28
CLU_013615_12_0; 94
CLU_013615_12_1; 595
CLU_013615_12_2; 156
CLU_013615_12_3; 73
CLU_013615_13_0; 76
CLU_013615_13_1; 191
CLU_013615_13_2; 94
CLU_013615_1_3; 62
CLU_013615_3_1; 3
CLU_013615_4_0; 51
CLU_013615_5_0; 157
CLU_013615_8_2; 317
CLU_013640_0_1; 6
CLU_013640_0_2; 52
CLU_013645_0_0; 7
CLU_013645_0_1; 74
CLU_013645_4_1; 36
CLU_013656_0_0; 77
CLU_013663_1_0; 43
CLU_013670_1_0; 31
CLU_013691_1_2; 83
CLU_013734_1_2; 130
CLU_013734_3_1; 102
CLU_013734_5_1; 78
CLU_013748_0_2; 1126
CLU_013748_1_2; 458
CLU_013777_0_0; 44
CLU_013783_5_0; 5
CLU_013783_5_1; 90
CLU_013787_0_0; 176
CLU_013806_2_0; 24
CLU_013806_2_1; 52
CLU_013807_0_0; 42
CLU_013808_1_0; 176
CLU_013809_0_1; 384
CLU_013813_0_0; 30
CLU_013819_1_1; 44
CLU_013819_3_0; 433
CLU_013855_0_0; 10
CLU_013906_0_0; 59
CLU_013907_0_0; 104
CLU_013985_32_1; 51
CLU_013985_41_1; 180
CLU_013985_5_3; 363
CLU_013985_5_4; 101
CLU_013985_7_0; 273
CLU_013985_7_1; 612
CLU_013985_7_2; 336
CLU_013994_0_1; 101
CLU_013995_1_0; 53
CLU_014001_0_1; 455
CLU_014001_1_1; 296
CLU_014001_2_1; 237
CLU_014015_0_0; 160
CLU_014015_1_2; 210
CLU_014015_6_0; 477
CLU_014017_1_0; 315
CLU_014017_1_1; 174
CLU_014066_2_0; 90
CLU_014080_1_1; 13
CLU_014081_0_0; 32
CLU_014082_0_0; 132
CLU_014106_0_0; 63
CLU_014107_1_0; 160
CLU_014115_0_0; 95
CLU_014123_0_0; 267
CLU_014132_1_0; 40
CLU_014137_0_0; 42
CLU_014157_0_0; 7
CLU_014175_0_0; 66
CLU_014181_0_0; 189
CLU_014184_2_0; 40
CLU_014184_3_0; 216
CLU_014184_3_1; 155
CLU_014184_4_0; 42
CLU_014184_6_0; 1951
CLU_014189_0_0; 33
CLU_014189_2_1; 47
CLU_014189_2_2; 116
CLU_014189_3_0; 196
CLU_014202_0_0; 52
CLU_014243_0_0; 61
CLU_014254_3_1; 153
CLU_014255_3_1; 172
CLU_014285_1_0; 161
CLU_014307_0_0; 50
CLU_014312_6_1; 692
CLU_014315_1_0; 67
CLU_014329_3_0; 42
CLU_014330_3_1; 100
CLU_014340_0_2; 122
CLU_014340_0_5; 424
CLU_014364_3_0; 99
CLU_014364_3_3; 113
CLU_014369_0_0; 96
CLU_014379_1_0; 27
CLU_014379_1_2; 217
CLU_014382_0_0; 51
CLU_014383_0_0; 278
CLU_014393_1_0; 224
CLU_014393_5_1; 305
CLU_014393_5_2; 481
CLU_014393_5_3; 218
CLU_014394_0_0; 63
CLU_014412_0_0; 52
CLU_014415_0_0; 53
CLU_014415_1_0; 3
CLU_014418_0_0; 59
CLU_014420_4_1; 39
CLU_014430_3_1; 92
CLU_014430_8_2; 58
CLU_014430_9_1; 36
CLU_014435_0_2; 63
CLU_014435_2_1; 35
CLU_014451_1_0; 102
CLU_014464_0_1; 99
CLU_014464_4_0; 45
CLU_014486_0_0; 61
CLU_014496_2_0; 3
CLU_014503_0_0; 41
CLU_014505_0_0; 40
CLU_014505_1_1; 238
CLU_014505_1_2; 283
CLU_014510_0_0; 191
CLU_014510_0_1; 46
CLU_014510_2_0; 32
CLU_014526_1_0; 107
CLU_014540_1_0; 60
CLU_014543_0_0; 60
CLU_014546_2_0; 751
CLU_014552_3_0; 50
CLU_014560_0_0; 33
CLU_014574_5_0; 179
CLU_014576_0_0; 43
CLU_014576_3_0; 11
CLU_014576_3_1; 172
CLU_014578_3_1; 88
CLU_014581_0_0; 60
CLU_014607_2_0; 46
CLU_014607_2_1; 142
CLU_014617_0_1; 64
CLU_014629_3_1; 938
CLU_014660_0_0; 49
CLU_014678_0_0; 103
CLU_014696_0_0; 35
CLU_014727_0_0; 28
CLU_014729_0_0; 33
CLU_014732_0_0; 35
CLU_014743_0_0; 31
CLU_014743_0_2; 137
CLU_014743_3_1; 87
CLU_014754_0_0; 64
CLU_014784_0_0; 108
CLU_014796_0_0; 92
CLU_014797_0_0; 33
CLU_014813_1_3; 31
CLU_014813_2_0; 17
CLU_014813_4_1; 321
CLU_014815_2_0; 150
CLU_014819_1_0; 301
CLU_014825_1_0; 81
CLU_014825_2_0; 41
CLU_014825_2_1; 82
CLU_014831_4_1; 166
CLU_014831_4_2; 257
CLU_014831_6_0; 390
CLU_014831_6_1; 292
CLU_014832_3_0; 150
CLU_014832_3_2; 50
CLU_014845_2_0; 66
CLU_014846_0_0; 53
CLU_014853_0_0; 6
CLU_014864_0_0; 87
CLU_014864_1_0; 66
CLU_014881_0_1; 206
CLU_014881_1_1; 26
CLU_014881_1_2; 47
CLU_014885_4_0; 57
CLU_014885_5_0; 55
CLU_014893_0_0; 15
CLU_014897_0_0; 12
CLU_014918_0_0; 23
CLU_014923_1_0; 306
CLU_014923_3_1; 95
CLU_014926_0_0; 92
CLU_014931_3_0; 168
CLU_014938_1_1; 92
CLU_014948_0_0; 56
CLU_014948_1_1; 58
CLU_014948_2_1; 125
CLU_014957_0_1; 91
CLU_014960_0_1; 116
CLU_014974_0_0; 152
CLU_014974_1_0; 12
CLU_014997_0_0; 32
CLU_014998_0_1; 41
CLU_014998_1_0; 70
CLU_015000_0_0; 28
CLU_015000_1_0; 62
CLU_015000_1_1; 76
CLU_015009_0_0; 84
CLU_015010_0_0; 216
CLU_015061_0_0; 59
CLU_015069_1_1; 90
CLU_015133_1_1; 56
CLU_015133_3_0; 46
CLU_015134_0_1; 108
CLU_015134_1_1; 414
CLU_015134_1_2; 61
CLU_015146_0_0; 36
CLU_015166_12_0; 1085
CLU_015166_14_2; 634
CLU_015166_2_0; 268
CLU_015170_1_0; 385
CLU_015171_0_0; 160
CLU_015171_7_0; 42
CLU_015171_7_1; 191
CLU_015173_0_0; 35
CLU_015180_0_0; 127
CLU_015192_0_0; 28
CLU_015202_0_0; 32
CLU_015228_6_1; 145
CLU_015242_0_0; 81
CLU_015243_0_0; 62
CLU_015243_2_0; 70
CLU_015246_1_0; 397
CLU_015246_3_0; 107
CLU_015257_2_0; 92
CLU_015265_0_0; 5
CLU_015280_0_0; 13
CLU_015281_0_0; 165
CLU_015281_2_0; 45
CLU_015284_2_0; 250
CLU_015284_3_0; 358
CLU_015284_3_1; 138
CLU_015314_0_0; 54
CLU_015314_2_0; 164
CLU_015320_2_0; 312
CLU_015320_2_1; 66
CLU_015320_5_0; 8
CLU_015330_1_0; 72
CLU_015342_2_0; 133
CLU_015367_0_1; 293
CLU_015367_0_2; 119
CLU_015382_1_0; 82
CLU_015385_1_2; 80
CLU_015385_3_1; 132
CLU_015385_3_2; 27
CLU_015390_1_0; 300
CLU_015415_0_0; 57
CLU_015433_0_0; 135
CLU_015433_2_1; 38
CLU_015439_0_1; 798
CLU_015439_0_2; 107
CLU_015440_1_0; 54
CLU_015440_2_2; 108
CLU_015456_2_0; 81
CLU_015459_0_0; 59
CLU_015488_0_0; 328
CLU_015489_2_1; 55
CLU_015489_4_1; 84
CLU_015489_6_0; 403
CLU_015489_6_2; 128
CLU_015489_8_1; 262
CLU_015489_8_3; 219
CLU_015490_0_0; 65
CLU_015490_1_0; 70
CLU_015495_4_0; 412
CLU_015495_5_2; 441
CLU_015515_1_0; 530
CLU_015533_2_1; 652
CLU_015540_2_1; 212
CLU_015557_0_0; 41
CLU_015557_1_0; 55
CLU_015557_2_0; 56
CLU_015572_2_2; 432
CLU_015606_1_0; 61
CLU_015609_0_0; 84
CLU_015631_0_2; 68
CLU_015674_0_0; 17
CLU_015674_1_0; 113
CLU_015708_0_0; 50
CLU_015718_0_0; 1645
CLU_015718_0_1; 177
CLU_015718_1_0; 1006
CLU_015718_1_1; 1867
CLU_015739_0_0; 236
CLU_015739_1_0; 186
CLU_015741_1_1; 302
CLU_015750_2_0; 98
CLU_015750_3_0; 107
CLU_015753_3_0; 71
CLU_015754_0_0; 61
CLU_015755_0_0; 67
CLU_015755_1_0; 5
CLU_015769_2_0; 48
CLU_015775_1_1; 132
CLU_015780_1_0; 477
CLU_015780_1_1; 136
CLU_015796_0_0; 123
CLU_015796_0_1; 41
CLU_015844_0_0; 6
CLU_015844_0_1; 9
CLU_015844_1_0; 45
CLU_015844_2_0; 28
CLU_015846_6_1; 173
CLU_015857_2_0; 5
CLU_015857_2_1; 544
CLU_015857_7_0; 73
CLU_015857_7_2; 141
CLU_015870_2_0; 58
CLU_015883_0_0; 159
CLU_015883_0_1; 31
CLU_015883_1_0; 75
CLU_015883_2_0; 6
CLU_015883_6_1; 77
CLU_015883_6_2; 53
CLU_015884_0_0; 45
CLU_015899_2_1; 208
CLU_015901_0_0; 166
CLU_015909_2_1; 67
CLU_015910_1_0; 537
CLU_015917_0_0; 66
CLU_015935_0_0; 157
CLU_015961_2_0; 113
CLU_015997_0_0; 57
CLU_016048_0_0; 91
CLU_016050_0_0; 40
CLU_016051_0_0; 85
CLU_016143_0_0; 31
CLU_016144_0_0; 221
CLU_016149_8_0; 216
CLU_016171_0_0; 84
CLU_016207_3_1; 327
CLU_016216_3_1; 317
CLU_016218_0_2; 309
CLU_016218_1_3; 467
CLU_016218_3_0; 119
CLU_016218_3_1; 224
CLU_016218_4_3; 521
CLU_016243_0_0; 8
CLU_016249_2_1; 483
CLU_016260_2_0; 33
CLU_016274_0_0; 90
CLU_016278_2_0; 198
CLU_016304_3_0; 113
CLU_016316_3_2; 509
CLU_016320_3_1; 183
CLU_016321_0_0; 126
