Family_name;Number_of_sequences
CLU_003187_0_0; 90
CLU_003187_1_0; 7
CLU_003200_0_0; 111
CLU_003202_1_0; 38
CLU_003220_0_0; 63
CLU_003220_1_1; 48
CLU_003224_0_1; 266
CLU_003224_1_0; 94
CLU_003224_2_0; 90
CLU_003225_0_0; 11
CLU_003227_2_0; 38
CLU_003227_3_0; 66
CLU_003227_5_1; 141
CLU_003242_0_0; 64
CLU_003246_0_0; 486
CLU_003246_0_1; 73
CLU_003253_0_0; 48
CLU_003258_0_0; 207
CLU_003279_1_0; 62
CLU_003288_1_0; 83
CLU_003291_4_1; 171
CLU_003291_5_3; 62
CLU_003304_0_0; 21
CLU_003305_0_0; 55
CLU_003346_0_0; 58
CLU_003364_2_1; 36
CLU_003370_0_0; 132
CLU_003376_1_0; 92
CLU_003384_0_0; 34
CLU_003384_0_1; 64
CLU_003384_0_2; 56
CLU_003384_1_1; 72
CLU_003384_2_0; 26
CLU_003384_3_0; 12
CLU_003384_5_1; 29
CLU_003405_0_1; 134
CLU_003410_0_0; 113
CLU_003433_0_0; 98
CLU_003433_0_2; 557
CLU_003433_10_0; 8
CLU_003433_2_5; 54
CLU_003433_4_0; 539
CLU_003433_4_2; 17
CLU_003442_0_1; 402
CLU_003482_0_0; 5
CLU_003486_0_0; 34
CLU_003488_0_0; 383
CLU_003493_0_0; 90
CLU_003502_1_0; 348
CLU_003504_1_0; 297
CLU_003511_0_0; 55
CLU_003520_0_0; 51
CLU_003525_1_1; 35
CLU_003532_0_0; 107
CLU_003537_0_0; 122
CLU_003537_1_0; 138
CLU_003537_1_1; 209
CLU_003540_0_1; 131
CLU_003540_2_0; 119
CLU_003540_2_1; 62
CLU_003540_4_0; 18
CLU_003540_6_0; 18
CLU_003574_0_0; 77
CLU_003574_1_0; 174
CLU_003589_1_0; 235
CLU_003589_1_1; 17
CLU_003597_0_0; 211
CLU_003601_0_0; 46
CLU_003601_2_0; 477
CLU_003605_0_0; 20
CLU_003612_1_0; 146
CLU_003619_1_1; 74
CLU_003619_2_0; 33
CLU_003623_0_1; 92
CLU_003623_3_0; 46
CLU_003623_6_0; 35
CLU_003623_6_1; 131
CLU_003623_6_2; 268
CLU_003639_1_2; 40
CLU_003666_0_0; 29
CLU_003666_3_0; 48
CLU_003674_0_0; 271
CLU_003687_1_0; 126
CLU_003698_0_0; 64
CLU_003705_0_1; 946
CLU_003705_2_0; 422
CLU_003705_2_1; 58
CLU_003705_2_2; 241
CLU_003705_4_2; 5
CLU_003705_4_5; 38
CLU_003731_0_0; 275
CLU_003751_1_0; 144
CLU_003766_2_0; 61
CLU_003770_1_1; 67
CLU_003770_4_0; 132
CLU_003782_3_0; 69
CLU_003782_4_0; 224
CLU_003794_0_1; 419
CLU_003818_3_0; 416
CLU_003818_3_2; 326
CLU_003818_3_3; 124
CLU_003824_0_0; 565
CLU_003824_1_0; 513
CLU_003827_0_2; 110
CLU_003827_10_0; 200
CLU_003827_10_1; 119
CLU_003827_10_2; 243
CLU_003827_11_2; 95
CLU_003827_12_0; 462
CLU_003827_13_5; 52
CLU_003827_18_0; 56
CLU_003827_5_1; 234
CLU_003827_5_2; 214
CLU_003827_9_2; 353
CLU_003828_0_0; 253
CLU_003841_0_0; 168
CLU_003852_0_0; 189
CLU_003863_0_0; 60
CLU_003881_0_1; 51
CLU_003881_1_0; 13
CLU_003901_0_1; 63
CLU_003901_1_0; 77
CLU_003910_0_0; 83
CLU_003920_0_0; 50
CLU_003935_0_0; 114
CLU_003940_1_0; 122
CLU_003951_1_0; 56
CLU_003951_1_1; 49
CLU_003951_2_0; 14
CLU_003951_2_1; 17
CLU_003957_1_0; 111
CLU_003962_1_0; 60
CLU_003962_2_0; 41
CLU_003962_5_0; 50
CLU_003982_1_0; 68
CLU_004003_0_0; 42
CLU_004003_1_0; 75
CLU_004017_0_0; 129
CLU_004017_0_1; 6
CLU_004017_6_1; 35
CLU_004018_0_0; 124
CLU_004041_0_0; 156
CLU_004055_1_0; 76
CLU_004064_0_0; 41
CLU_004064_0_1; 80
CLU_004082_1_0; 40
CLU_004088_1_0; 50
CLU_004089_0_0; 5
CLU_004101_0_0; 46
CLU_004109_1_0; 443
CLU_004109_1_1; 64
CLU_004111_2_1; 180
CLU_004111_3_0; 181
CLU_004111_4_0; 229
CLU_004111_4_1; 35
CLU_004111_5_0; 129
CLU_004131_0_2; 301
CLU_004131_2_0; 523
CLU_004131_4_1; 12
CLU_004152_0_0; 156
CLU_004164_0_0; 53
CLU_004165_1_0; 72
CLU_004166_2_1; 54
CLU_004166_3_0; 55
CLU_004174_1_0; 92
CLU_004174_1_1; 508
CLU_004174_2_1; 4
CLU_004178_1_1; 71
CLU_004194_1_0; 7
CLU_004201_2_0; 149
CLU_004205_0_0; 51
CLU_004210_1_0; 130
CLU_004217_2_2; 149
CLU_004219_0_0; 65
CLU_004219_2_0; 76
CLU_004220_1_0; 59
CLU_004253_11_3; 38
CLU_004253_11_4; 53
CLU_004253_14_2; 1226
CLU_004253_14_4; 120
CLU_004253_14_6; 750
CLU_004253_15_1; 65
CLU_004253_2_0; 1023
CLU_004256_0_0; 106
CLU_004260_0_0; 52
CLU_004268_0_0; 176
CLU_004269_2_0; 103
CLU_004282_3_3; 331
CLU_004282_4_0; 72
CLU_004303_0_0; 155
CLU_004304_0_0; 122
CLU_004304_0_2; 396
CLU_004312_5_1; 193
CLU_004312_7_0; 227
CLU_004313_0_0; 152
CLU_004313_1_0; 15
CLU_004326_0_0; 55
CLU_004326_1_0; 49
CLU_004328_0_1; 92
CLU_004343_1_0; 74
CLU_004343_1_1; 44
CLU_004343_4_0; 25
CLU_004343_5_1; 42
CLU_004367_0_0; 163
CLU_004367_1_0; 30
CLU_004368_1_0; 99
CLU_004372_0_0; 92
CLU_004372_3_0; 253
CLU_004383_0_0; 65
CLU_004391_1_0; 195
CLU_004396_0_0; 67
CLU_004410_0_0; 65
CLU_004414_0_1; 320
CLU_004445_0_0; 75
CLU_004447_0_1; 161
CLU_004447_2_3; 11
CLU_004450_0_0; 170
CLU_004457_2_2; 116
CLU_004485_5_0; 636
CLU_004491_0_1; 70
CLU_004494_1_0; 23
CLU_004494_2_1; 124
CLU_004498_0_1; 128
CLU_004498_10_1; 154
CLU_004498_2_3; 317
CLU_004498_5_1; 115
CLU_004498_8_3; 150
CLU_004517_1_1; 38
CLU_004527_0_0; 59
CLU_004542_2_0; 661
CLU_004544_0_0; 312
CLU_004544_3_0; 49
CLU_004544_4_3; 752
CLU_004544_7_1; 24
CLU_004553_2_10; 532
CLU_004553_2_1; 648
CLU_004556_0_0; 27
CLU_004556_3_1; 39
CLU_004556_4_0; 28
CLU_004562_1_0; 183
CLU_004585_4_0; 78
CLU_004589_1_1; 177
CLU_004589_2_0; 127
CLU_004589_2_1; 472
CLU_004601_0_0; 352
CLU_004602_0_0; 107
CLU_004602_2_0; 90
CLU_004610_0_0; 44
CLU_004624_0_1; 353
CLU_004627_0_0; 107
CLU_004627_1_0; 483
CLU_004629_1_0; 65
CLU_004633_1_0; 27
CLU_004639_1_1; 391
CLU_004639_5_1; 24
CLU_004652_0_0; 563
CLU_004659_0_0; 32
CLU_004690_1_0; 259
CLU_004690_2_0; 308
CLU_004709_1_1; 221
CLU_004709_2_3; 16
CLU_004729_2_1; 17
CLU_004729_3_3; 61
CLU_004732_0_0; 138
CLU_004733_0_0; 40
CLU_004735_0_0; 56
CLU_004747_5_0; 123
CLU_004747_6_1; 681
CLU_004747_7_1; 585
CLU_004747_7_2; 257
CLU_004753_1_0; 175
CLU_004756_0_0; 75
CLU_004756_1_0; 34
CLU_004790_3_0; 234
CLU_004805_1_0; 11
CLU_004805_2_0; 94
CLU_004826_0_1; 174
CLU_004833_1_0; 186
CLU_004841_0_0; 84
CLU_004841_0_1; 86
CLU_004841_2_2; 112
CLU_004841_2_3; 70
CLU_004843_1_0; 74
CLU_004844_1_1; 291
CLU_004844_2_0; 126
CLU_004869_0_0; 531
CLU_004872_0_1; 12
CLU_004875_1_1; 140
CLU_004875_2_1; 150
CLU_004885_0_0; 50
CLU_004885_1_0; 36
CLU_004885_1_2; 24
CLU_004894_3_1; 82
CLU_004896_0_0; 161
CLU_004902_1_0; 22
CLU_004902_2_0; 94
CLU_004909_3_0; 195
CLU_004914_1_0; 16
CLU_004914_2_0; 82
CLU_004930_1_0; 55
CLU_004948_0_0; 115
CLU_004959_0_0; 57
CLU_004962_0_0; 1238
CLU_004962_0_5; 720
CLU_004962_3_0; 139
CLU_004962_5_2; 494
CLU_004962_6_0; 458
CLU_004962_6_2; 93
CLU_004962_8_1; 1616
CLU_004969_2_0; 407
CLU_004973_0_0; 53
CLU_005007_0_0; 3
CLU_005019_2_1; 137
CLU_005060_0_0; 170
CLU_005067_1_0; 207
CLU_005070_2_0; 30
CLU_005070_4_0; 628
CLU_005070_4_1; 203
CLU_005070_4_2; 283
CLU_005071_1_0; 67
CLU_005083_0_0; 91
CLU_005104_1_0; 57
CLU_005116_3_0; 58
CLU_005116_4_0; 7
CLU_005124_0_0; 41
CLU_005127_0_0; 32
CLU_005138_0_2; 50
CLU_005138_4_1; 108
CLU_005140_0_0; 213
CLU_005140_2_1; 19
CLU_005158_0_0; 116
CLU_005159_1_0; 72
CLU_005166_0_0; 89
CLU_005185_1_0; 114
CLU_005210_0_0; 268
CLU_005210_1_1; 62
CLU_005210_4_0; 376
CLU_005210_5_0; 31
CLU_005210_5_2; 39
CLU_005210_6_1; 25
CLU_005210_6_2; 140
CLU_005214_0_0; 150
CLU_005217_0_2; 263
CLU_005217_1_1; 259
CLU_005217_5_1; 30
CLU_005230_0_0; 493
CLU_005230_0_2; 558
CLU_005231_0_1; 131
CLU_005240_0_0; 65
CLU_005240_2_0; 121
CLU_005260_1_1; 17
CLU_005263_1_0; 56
CLU_005264_0_0; 16
CLU_005265_0_0; 90
CLU_005265_0_1; 40
CLU_005276_1_0; 11
CLU_005281_0_1; 100
CLU_005284_0_0; 129
CLU_005284_0_1; 39
CLU_005284_0_2; 185
CLU_005284_2_0; 222
CLU_005284_2_1; 96
CLU_005284_3_1; 640
CLU_005284_3_2; 56
CLU_005284_5_1; 48
CLU_005287_0_0; 266
CLU_005292_1_0; 67
CLU_005295_0_0; 64
CLU_005305_0_0; 34
CLU_005316_7_4; 510
CLU_005318_0_1; 512
CLU_005350_13_0; 47
CLU_005350_13_2; 76
CLU_005352_0_0; 123
CLU_005352_1_1; 16
CLU_005352_2_1; 116
CLU_005352_3_1; 22
CLU_005361_0_2; 131
CLU_005382_0_0; 47
CLU_005382_3_1; 168
CLU_005389_0_0; 508
CLU_005389_0_1; 133
CLU_005389_2_1; 28
CLU_005391_0_0; 1603
CLU_005391_0_1; 1629
CLU_005391_0_2; 419
CLU_005391_1_2; 240
CLU_005391_3_0; 210
CLU_005391_4_1; 663
CLU_005391_5_1; 503
CLU_005404_0_0; 13
CLU_005420_0_0; 171
CLU_005444_1_0; 275
CLU_005481_0_0; 73
CLU_005507_1_0; 458
CLU_005533_12_1; 400
CLU_005533_4_2; 72
CLU_005533_7_0; 537
CLU_005569_0_0; 174
CLU_005574_0_0; 57
CLU_005574_1_0; 5
CLU_005591_0_0; 100
CLU_005613_1_0; 18
CLU_005646_3_1; 246
CLU_005646_6_0; 310
CLU_005648_0_0; 31
CLU_005688_0_1; 52
CLU_005688_3_2; 212
CLU_005688_4_0; 10
CLU_005688_5_0; 118
CLU_005715_0_0; 208
CLU_005715_1_1; 35
CLU_005716_0_0; 28
CLU_005723_2_0; 38
CLU_005732_2_0; 339
CLU_005746_12_0; 258
CLU_005746_12_1; 24
CLU_005746_15_0; 63
CLU_005746_15_1; 148
CLU_005746_15_2; 108
CLU_005746_2_0; 143
CLU_005746_2_3; 77
CLU_005746_2_4; 52
CLU_005746_3_1; 139
CLU_005746_6_0; 129
CLU_005746_6_2; 29
CLU_005746_8_3; 242
CLU_005755_0_0; 49
CLU_005756_0_0; 409
CLU_005756_0_1; 23
CLU_005756_1_0; 50
CLU_005756_1_1; 263
CLU_005756_2_0; 17
CLU_005768_0_0; 18
CLU_005790_0_0; 40
CLU_005790_3_0; 56
CLU_005811_0_0; 55
CLU_005817_0_0; 44
CLU_005817_0_1; 114
CLU_005817_2_0; 40
CLU_005818_0_0; 101
CLU_005825_0_0; 101
CLU_005825_1_1; 118
CLU_005836_1_0; 200
CLU_005854_7_1; 317
CLU_005871_3_0; 328
CLU_005871_4_0; 124
CLU_005884_2_0; 33
CLU_005884_2_1; 200
CLU_005890_0_1; 138
CLU_005893_2_1; 20
CLU_005908_0_0; 70
CLU_005912_4_1; 59
CLU_005940_1_0; 25
CLU_005940_1_2; 47
CLU_005940_1_3; 83
CLU_005940_1_4; 57
CLU_005940_1_5; 18
CLU_005940_4_2; 130
CLU_005940_5_0; 23
CLU_005940_5_1; 22
CLU_005940_5_2; 26
CLU_005940_5_3; 163
CLU_005940_6_5; 122
CLU_005940_7_3; 78
CLU_005965_0_1; 653
CLU_005965_0_3; 691
CLU_005965_2_1; 1097
CLU_005965_3_0; 935
CLU_005965_3_2; 191
CLU_005965_5_1; 808
CLU_005965_7_0; 418
CLU_005966_0_0; 102
CLU_005996_0_2; 119
CLU_005996_3_0; 176
CLU_006000_2_0; 152
CLU_006000_3_0; 217
CLU_006000_4_0; 99
CLU_006000_4_1; 87
CLU_006000_5_0; 50
CLU_006000_5_1; 51
CLU_006030_0_0; 293
CLU_006033_4_0; 487
CLU_006034_0_0; 172
CLU_006038_1_1; 241
CLU_006038_1_2; 111
CLU_006076_0_0; 17
CLU_006086_0_0; 57
CLU_006087_1_1; 161
CLU_006094_0_0; 72
CLU_006105_0_1; 358
CLU_006105_4_1; 169
CLU_006105_4_3; 130
CLU_006116_3_0; 165
CLU_006130_1_1; 195
CLU_006130_2_1; 159
CLU_006184_0_0; 500
CLU_006187_8_0; 316
CLU_006187_8_1; 49
CLU_006219_0_0; 68
CLU_006220_0_0; 276
CLU_006234_0_0; 50
CLU_006234_1_0; 71
CLU_006235_0_1; 17
CLU_006236_0_1; 62
CLU_006236_1_0; 54
CLU_006237_0_0; 106
CLU_006255_3_0; 109
CLU_006259_0_0; 48
CLU_006301_5_2; 277
CLU_006308_1_0; 76
CLU_006308_3_4; 68
CLU_006316_1_0; 98
CLU_006318_2_0; 106
CLU_006320_1_1; 157
CLU_006320_4_2; 79
CLU_006321_0_1; 10
CLU_006321_1_1; 23
CLU_006327_0_0; 46
CLU_006332_10_1; 440
CLU_006332_13_4; 209
CLU_006332_13_5; 76
CLU_006332_13_7; 60
CLU_006332_7_1; 172
CLU_006332_9_0; 163
CLU_006347_1_0; 130
CLU_006347_1_1; 130
CLU_006348_5_1; 270
CLU_006383_1_0; 201
CLU_006383_1_1; 420
CLU_006384_2_1; 37
CLU_006384_4_0; 328
CLU_006405_1_1; 162
CLU_006406_5_1; 221
CLU_006406_6_2; 552
CLU_006430_0_0; 264
CLU_006456_1_0; 142
CLU_006462_1_1; 310
CLU_006462_2_3; 268
CLU_006462_7_2; 503
CLU_006462_9_0; 58
CLU_006480_0_0; 156
CLU_006480_0_1; 79
CLU_006480_1_1; 70
CLU_006480_3_0; 860
CLU_006480_3_2; 201
CLU_006480_5_2; 149
CLU_006480_5_3; 178
CLU_006484_0_0; 161
CLU_006487_0_0; 7
CLU_006487_1_0; 30
CLU_006487_2_0; 93
CLU_006487_2_1; 12
CLU_006501_6_0; 12
CLU_006501_6_1; 187
CLU_006504_2_1; 300
CLU_006504_3_2; 638
CLU_006504_7_3; 709
CLU_006514_1_1; 37
CLU_006515_1_0; 121
CLU_006530_0_1; 40
CLU_006530_1_0; 44
CLU_006530_2_0; 160
CLU_006533_9_1; 142
CLU_006557_2_0; 180
CLU_006585_2_0; 107
CLU_006585_2_1; 50
CLU_006585_3_0; 35
CLU_006586_13_0; 807
CLU_006586_13_2; 917
CLU_006586_5_1; 250
CLU_006587_2_0; 71
CLU_006588_0_0; 26
CLU_006601_2_0; 314
CLU_006601_2_2; 77
CLU_006601_3_1; 41
CLU_006627_0_0; 117
CLU_006629_0_0; 114
CLU_006629_0_1; 34
CLU_006629_1_0; 4
CLU_006650_0_0; 60
CLU_006666_1_0; 6
CLU_006667_0_0; 128
CLU_006667_0_1; 36
CLU_006684_1_3; 1026
CLU_006684_3_0; 13
CLU_006684_3_1; 139
CLU_006685_1_2; 111
CLU_006686_0_0; 352
CLU_006686_1_1; 197
CLU_006687_2_0; 80
CLU_006711_1_1; 55
CLU_006711_2_1; 37
CLU_006714_2_2; 951
CLU_006715_1_0; 56
CLU_006718_0_0; 23
CLU_006722_1_0; 66
CLU_006722_1_3; 199
CLU_006729_0_0; 31
CLU_006750_0_0; 90
CLU_006758_0_0; 43
CLU_006770_2_0; 98
CLU_006771_0_0; 5
CLU_006779_2_0; 67
CLU_006779_3_1; 105
CLU_006806_3_1; 72
CLU_006812_0_0; 98
CLU_006812_1_0; 41
CLU_006829_1_0; 168
CLU_006842_0_0; 384
CLU_006842_0_4; 1425
CLU_006842_1_0; 745
CLU_006842_1_1; 447
CLU_006842_13_1; 470
CLU_006842_14_0; 27
CLU_006842_14_1; 223
CLU_006842_1_7; 98
CLU_006842_18_1; 86
CLU_006842_18_4; 129
CLU_006842_19_0; 243
CLU_006842_19_2; 328
CLU_006842_19_3; 194
CLU_006842_19_4; 59
CLU_006842_19_5; 313
CLU_006842_19_6; 85
CLU_006842_7_0; 1133
CLU_006842_7_1; 455
CLU_006843_0_0; 162
CLU_006846_0_0; 157
CLU_006855_9_0; 281
CLU_006888_0_0; 56
CLU_006888_1_0; 54
CLU_006888_2_1; 96
CLU_006904_4_0; 75
CLU_006909_5_0; 374
CLU_006912_0_0; 70
CLU_006913_0_0; 31
CLU_006923_0_0; 268
CLU_006923_2_0; 16
CLU_006926_0_0; 73
CLU_006937_8_0; 491
CLU_006937_8_2; 256
CLU_006942_0_0; 189
CLU_006942_1_0; 44
CLU_006949_0_0; 604
CLU_006958_9_0; 40
CLU_006958_9_1; 138
CLU_006974_0_1; 283
CLU_006974_1_0; 103
CLU_006980_0_2; 105
CLU_006980_1_0; 73
CLU_006980_2_0; 160
CLU_006980_3_0; 57
CLU_006980_3_1; 66
CLU_006994_2_1; 155
CLU_007010_0_0; 567
CLU_007031_1_0; 128
CLU_007033_2_1; 90
CLU_007042_1_0; 77
CLU_007068_0_0; 170
CLU_007068_2_2; 6
CLU_007082_0_3; 141
CLU_007086_0_0; 60
CLU_007100_1_3; 54
CLU_007100_4_0; 82
CLU_007100_6_0; 86
CLU_007105_4_0; 325
CLU_007105_5_0; 31
CLU_007107_0_0; 117
CLU_007107_1_0; 76
CLU_007115_0_1; 161
CLU_007115_4_0; 42
CLU_007149_2_0; 91
CLU_007157_0_0; 513
CLU_007172_0_0; 59
CLU_007178_0_0; 58
CLU_007181_2_0; 119
CLU_007226_0_0; 134
CLU_007226_1_0; 65
CLU_007257_1_0; 111
CLU_007257_1_1; 487
CLU_007257_1_2; 330
CLU_007257_2_0; 85
CLU_007257_9_0; 116
CLU_007265_0_0; 550
CLU_007265_3_2; 266
CLU_007265_3_5; 1407
CLU_007265_3_6; 126
CLU_007265_3_8; 616
CLU_007270_0_0; 55
CLU_007287_1_0; 79
CLU_007326_1_0; 154
CLU_007326_4_0; 26
CLU_007331_0_0; 166
CLU_007368_11_0; 251
CLU_007368_11_1; 128
CLU_007368_12_0; 165
CLU_007368_12_3; 91
CLU_007368_12_4; 135
CLU_007368_13_0; 13
CLU_007368_14_0; 16
CLU_007368_14_2; 200
CLU_007368_15_0; 48
CLU_007368_16_2; 167
CLU_007368_18_0; 131
CLU_007368_18_2; 211
CLU_007368_20_1; 243
CLU_007368_20_3; 237
CLU_007368_2_0; 232
CLU_007368_2_4; 137
CLU_007368_4_0; 12
CLU_007368_4_1; 133
CLU_007368_4_2; 72
CLU_007368_5_0; 26
CLU_007368_5_2; 172
CLU_007368_5_4; 182
CLU_007368_6_1; 53
CLU_007380_2_0; 54
CLU_007383_1_10; 872
CLU_007383_14_0; 222
CLU_007383_18_2; 205
CLU_007383_19_1; 123
CLU_007383_22_0; 30
CLU_007383_4_0; 174
CLU_007383_4_2; 171
CLU_007383_4_3; 72
CLU_007383_6_4; 494
CLU_007383_8_2; 271
CLU_007383_9_0; 1031
CLU_007383_9_2; 2730
CLU_007394_0_0; 112
CLU_007394_1_1; 26
CLU_007400_0_0; 51
CLU_007401_0_0; 78
CLU_007401_1_0; 52
CLU_007404_0_0; 60
CLU_007418_0_0; 61
CLU_007419_1_0; 60
CLU_007471_1_0; 115
CLU_007471_1_1; 6
CLU_007493_0_0; 50
CLU_007493_1_1; 49
CLU_007526_3_1; 18
CLU_007537_0_0; 119
CLU_007565_1_0; 591
CLU_007575_0_0; 112
CLU_007594_0_0; 33
CLU_007609_1_1; 158
CLU_007609_2_0; 205
CLU_007612_3_0; 287
CLU_007625_3_2; 36
CLU_007629_2_0; 92
CLU_007630_0_1; 101
CLU_007630_3_1; 126
CLU_007638_0_0; 59
CLU_007659_0_0; 95
CLU_007677_0_0; 50
CLU_007683_0_0; 114
CLU_007683_1_2; 58
CLU_007697_0_0; 49
CLU_007724_0_0; 56
CLU_007727_2_1; 67
CLU_007727_4_0; 237
CLU_007727_5_0; 15
CLU_007727_7_4; 796
CLU_007727_7_6; 328
CLU_007728_2_0; 57
CLU_007736_0_0; 411
CLU_007736_2_1; 34
CLU_007738_2_0; 80
CLU_007778_0_0; 65
CLU_007811_0_0; 89
CLU_007817_0_0; 122
CLU_007818_0_0; 168
CLU_007818_7_0; 65
CLU_007853_4_0; 445
CLU_007853_7_2; 402
CLU_007857_0_0; 55
CLU_007870_0_0; 46
CLU_007873_2_0; 61
CLU_007873_2_1; 449
CLU_007873_3_0; 24
CLU_007873_3_1; 68
CLU_007879_0_0; 157
CLU_007884_10_0; 551
CLU_007884_11_1; 68
CLU_007885_0_0; 75
CLU_007905_0_0; 29
CLU_007905_2_0; 57
CLU_007931_2_1; 138
CLU_007938_1_0; 154
CLU_007965_0_0; 46
CLU_007984_0_0; 19
CLU_007985_0_0; 56
CLU_007993_2_0; 68
CLU_008009_2_1; 120
CLU_008023_2_0; 158
CLU_008037_2_0; 582
CLU_008040_0_0; 97
CLU_008042_0_0; 120
CLU_008055_0_0; 29
CLU_008065_0_1; 696
CLU_008072_0_0; 54
CLU_008079_0_0; 58
CLU_008130_2_0; 47
CLU_008136_0_0; 100
CLU_008155_1_0; 220
CLU_008162_0_1; 14
CLU_008163_1_1; 7
CLU_008163_2_0; 201
CLU_008163_2_2; 15
CLU_008163_4_0; 85
CLU_008174_0_0; 62
CLU_008187_0_0; 88
CLU_008196_3_0; 66
CLU_008196_4_0; 24
CLU_008213_0_0; 563
CLU_008216_0_0; 59
CLU_008216_1_0; 127
CLU_008217_0_0; 46
CLU_008234_0_0; 159
CLU_008238_0_0; 104
CLU_008255_6_0; 944
CLU_008263_0_0; 74
CLU_008279_11_2; 343
CLU_008279_1_2; 105
CLU_008279_2_0; 283
CLU_008296_1_0; 521
CLU_008303_0_0; 100
CLU_008307_3_0; 36
CLU_008323_0_0; 49
CLU_008355_0_0; 60
CLU_008401_1_0; 57
CLU_008401_1_1; 32
CLU_008433_0_0; 75
CLU_008436_2_0; 81
CLU_008436_2_1; 87
CLU_008479_1_0; 93
CLU_008491_0_0; 53
CLU_008492_1_1; 132
CLU_008503_0_0; 120
CLU_008523_0_1; 437
CLU_008523_10_4; 903
CLU_008523_11_2; 76
CLU_008523_13_0; 444
CLU_008523_13_3; 202
CLU_008526_0_0; 59
CLU_008532_0_0; 135
CLU_008539_4_0; 417
CLU_008553_0_0; 59
CLU_008554_0_1; 500
CLU_008554_2_1; 160
CLU_008557_0_0; 48
CLU_008569_1_0; 52
CLU_008593_0_0; 60
CLU_008599_2_0; 175
CLU_008607_0_0; 81
CLU_008635_5_0; 104
CLU_008645_0_0; 7
CLU_008645_6_1; 34
CLU_008658_3_0; 733
CLU_008658_4_0; 59
CLU_008684_0_0; 102
CLU_008698_0_0; 81
CLU_008698_0_1; 42
CLU_008698_1_0; 82
CLU_008698_6_1; 69
CLU_008705_1_0; 601
CLU_008720_1_1; 215
CLU_008721_4_2; 218
CLU_008726_1_0; 62
CLU_008726_2_0; 34
CLU_008757_1_1; 201
CLU_008764_1_0; 73
CLU_008776_2_0; 116
CLU_008789_1_0; 32
CLU_008789_1_1; 9
CLU_008808_1_0; 104
CLU_008813_0_0; 279
CLU_008831_10_2; 357
CLU_008831_10_3; 130
CLU_008844_0_0; 63
CLU_008844_1_0; 61
CLU_008850_1_0; 155
CLU_008873_2_0; 158
CLU_008888_0_0; 108
CLU_008891_3_1; 642
CLU_008891_4_2; 623
CLU_008891_5_1; 460
CLU_008891_6_2; 604
CLU_008891_7_1; 388
CLU_008891_7_2; 578
CLU_008891_7_3; 972
CLU_008891_9_1; 582
CLU_008909_0_0; 97
CLU_008909_1_0; 411
CLU_008911_0_0; 23
CLU_008937_1_1; 93
CLU_008943_0_0; 63
CLU_008943_0_1; 92
CLU_008954_4_1; 107
CLU_008958_5_1; 38
CLU_008964_1_0; 86
CLU_008964_1_1; 128
CLU_008964_5_0; 861
CLU_008964_5_2; 246
CLU_008964_5_3; 205
CLU_008964_5_4; 23
CLU_008964_8_0; 109
CLU_008964_8_2; 9
CLU_008978_5_0; 74
CLU_009011_0_0; 9
CLU_009019_1_0; 39
CLU_009051_11_1; 36
CLU_009051_2_0; 155
CLU_009051_4_0; 61
CLU_009051_5_0; 409
CLU_009063_0_0; 420
CLU_009074_2_1; 514
CLU_009081_0_0; 4
CLU_009082_0_0; 445
CLU_009082_2_1; 30
CLU_009091_0_0; 110
CLU_009107_2_0; 28
CLU_009108_2_0; 220
CLU_009111_1_0; 136
CLU_009111_3_0; 50
CLU_009111_3_1; 53
CLU_009111_4_1; 19
CLU_009116_0_1; 409
CLU_009116_6_1; 101
CLU_009118_0_0; 59
CLU_009123_12_2; 154
CLU_009129_4_0; 119
CLU_009136_1_0; 38
CLU_009136_2_0; 7
CLU_009147_1_0; 179
CLU_009161_2_1; 351
CLU_009165_0_0; 367
CLU_009165_1_0; 124
CLU_009193_0_1; 88
CLU_009193_1_0; 173
CLU_009210_2_0; 228
CLU_009210_2_1; 51
CLU_009227_0_0; 808
CLU_009227_3_0; 204
CLU_009257_0_0; 124
CLU_009257_1_1; 203
CLU_009276_0_0; 477
CLU_009279_1_0; 673
CLU_009281_0_0; 38
CLU_009281_2_2; 499
CLU_009299_0_0; 58
CLU_009301_3_4; 63
CLU_009301_6_0; 74
CLU_009301_6_1; 632
CLU_009301_8_0; 48
CLU_009301_8_1; 448
CLU_009305_0_0; 50
CLU_009305_1_0; 7
CLU_009308_0_0; 296
CLU_009308_2_0; 279
CLU_009311_2_1; 120
CLU_009313_4_1; 1348
CLU_009330_0_1; 658
CLU_009351_2_0; 38
CLU_009379_3_0; 86
CLU_009382_0_0; 71
CLU_009399_0_0; 50
CLU_009422_4_0; 118
CLU_009422_4_2; 90
CLU_009437_0_0; 168
CLU_009448_0_0; 51
CLU_009448_0_1; 40
CLU_009461_1_0; 124
CLU_009463_3_0; 181
CLU_009483_0_0; 202
CLU_009509_0_0; 202
CLU_009523_3_1; 91
CLU_009529_0_0; 50
CLU_009530_0_0; 58
CLU_009535_1_1; 171
CLU_009535_3_0; 89
CLU_009535_3_1; 121
CLU_009571_0_0; 28
CLU_009579_11_0; 1227
CLU_009579_11_1; 1015
CLU_009579_11_2; 585
CLU_009579_11_3; 226
CLU_009579_11_5; 614
CLU_009579_11_6; 380
CLU_009579_13_0; 227
CLU_009579_15_3; 292
CLU_009579_28_0; 150
CLU_009579_29_7; 20
CLU_009579_3_0; 881
CLU_009579_6_1; 1115
